trial_number,timestamp,batch_size,gamma,G,beta,num_bins,embedding_k,embedding_k1,pred_lr,impu_lr,prop_lr,dis_lr,lamb_pred,lamb_imp,lamb_prop,dis_lamb,abc_model_name,mse,mae,auc,ndcg_5,precision_5,recall_5,f1_5,ndcg_10,precision_10,recall_10,f1_10,ndcg,precision,recall,f1,training_time
14,2025-07-27 00:12:59,4096,0.19954252740347522,6,0.28775800234698773,20,32,8,0.005900527188766483,0.00831523645763232,0.024655685601162856,0.022655484602434845,3.578867505583118e-05,0.15215671258962654,5.8184908224859974e-05,5.404941158970033,logistic_regression,0.24249269089963835,0.48567446154741467,0.7128726824077719,0.6847787123802535,0.27529629629629626,0.4442422104644327,0.33993520583049597,0.7935847179084986,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6847787123802535,0.27529629629629626,0.4442422104644327,0.33993520583049597,234.43454241752625
15,2025-07-27 00:15:39,4096,0.19995918292245918,6,0.5154702913010142,20,32,8,0.04251026611227835,0.008828388723345827,0.019143151568037937,0.025182149099268615,0.062378541927661846,0.043834808935735284,3.2006766139544064e-05,5.106624330816,logistic_regression,0.24999999985871657,0.4999999998587149,0.5001077583884892,0.595695138304832,0.23418518518518522,0.36834869194591413,0.2863301464369141,0.737477056222669,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.595695138304832,0.23418518518518522,0.36834869194591413,0.2863301464369141,160.12381672859192
16,2025-07-27 00:17:32,8192,0.16051116872995314,6,0.012383151726643386,20,4,256,0.021675486605627296,0.012497611902690057,0.04748738248378352,0.02205730269019259,2.6293508771132883e-05,0.00011221624694143561,1.685169566692831e-05,4.914304056745829,logistic_regression,0.24071328937004852,0.4819947819461856,0.7102191462930204,0.6875844347959537,0.2772962962962963,0.44410942092886535,0.34141647240489026,0.795741116509391,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6875844347959537,0.2772962962962963,0.44410942092886535,0.34141647240489026,113.01022934913635
17,2025-07-27 00:19:27,8192,0.15209066838217092,6,0.015473979859436387,20,4,256,0.02792832796835029,0.012837309477865622,0.04378906290521139,0.023254993364829443,2.2361942948650685e-05,0.0001386915567897736,1.526792061009877e-05,5.031735062563282,logistic_regression,0.23868484645652877,0.4777529930388749,0.7051647475442447,0.6918296360842674,0.27725925925925926,0.4477484567901235,0.34245816345394675,0.7986846879560584,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6918296360842674,0.27725925925925926,0.4477484567901235,0.34245816345394675,114.49587750434875
18,2025-07-27 00:21:43,8192,0.15779224814280968,4,0.0003119557560314767,20,4,256,0.029752556502134375,0.021991633556956346,0.0360231410588072,0.03898452015482878,0.0076645754388170485,0.00011165451858562044,1.5560165829543384e-07,2.029191256859701,logistic_regression,0.25,0.5,0.5,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,0.7373991304530478,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,136.2500250339508
19,2025-07-27 00:23:30,8192,0.08721435883673148,6,0.01072667093753801,20,4,256,0.03177819417570681,0.03585739281156874,0.0495627930676487,0.02159837203481688,0.5672323051324497,0.00048737274575230694,0.00019174343174437812,5.348579453913149,logistic_regression,0.25,0.5,0.5,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,0.7373991304530478,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,107.26397490501404
20,2025-07-27 00:25:29,8192,0.13642082908286352,6,8.00735715961752e-05,10,8,4,0.017392661653452258,0.012062400768269031,0.02689196089303821,0.02826309195845841,8.105884366003659,0.003499278888166341,4.155764414111679e-06,4.060518411486277,logistic_regression,0.25,0.5,0.5,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,0.7373991304530478,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,118.46624851226807
21,2025-07-27 00:27:18,8192,0.16044059250691187,6,0.011608470416665493,20,4,256,0.03152889917215462,0.013443586322758409,0.049450566429275054,0.024228033686912006,1.866429314737745e-05,7.749252748011033e-05,2.3280969903801588e-05,4.678057572846703,logistic_regression,0.2393720325592281,0.47897521285848105,0.6966146483020214,0.6857607885221688,0.2755925925925926,0.4436873162845385,0.3399982017743059,0.7940606446941887,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6857607885221688,0.2755925925925926,0.4436873162845385,0.3399982017743059,109.4236114025116
22,2025-07-27 00:29:00,8192,0.16483977568844077,6,0.3385042505360772,20,4,256,0.023197564116388646,0.019174645141366808,0.03745962935860972,0.019148622512797094,6.474860194699602e-05,7.8227830705362e-05,0.0002859856926369958,5.837129953013273,logistic_regression,0.2477663001308331,0.4946709384928561,0.6874794053546313,0.6504316414384322,0.25855555555555554,0.40715534979423873,0.31627025129820036,0.7735527535963344,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6504316414384322,0.25855555555555554,0.40715534979423873,0.31627025129820036,101.84715223312378
23,2025-07-27 00:31:17,8192,0.012163730198922057,4,0.004025007886269595,20,256,256,0.018227371901786443,0.0072321392482843395,0.027585997509970792,0.03338503887515793,2.230500179973354e-05,7.06119512676843e-07,1.3578532126660435e-05,6.921185451267084,logistic_regression,0.28631488629384716,0.48484257782921514,0.5780260824982347,0.616120162693087,0.24566666666666664,0.3890800999412111,0.3011721090906762,0.7485454554060427,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.616120162693087,0.24566666666666664,0.3890800999412111,0.3011721090906762,136.3565378189087
24,2025-07-27 00:33:35,8192,0.105224876008099,8,0.03216408319888305,20,4,256,0.04999772442463411,0.012198647966899451,0.04292318700470699,0.012741254111079748,1.6488095123142668e-06,2.1851354512729527e-05,1.7678401964432893e-07,3.066451269104457,logistic_regression,0.3423629270909448,0.49134918969097896,0.5228967559579683,0.6029804031213084,0.23581481481481484,0.37310177836566727,0.28898186634339224,0.7424054904536092,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6029804031213084,0.23581481481481484,0.37310177836566727,0.28898186634339224,138.18782997131348
25,2025-07-27 00:35:16,8192,0.06368942296225868,6,0.00048172060299658934,10,4,64,0.02731466077702187,0.02904021174406842,0.031130593359886452,0.021300109898774452,0.0001396628866115513,0.00040139410679557495,0.03265956193472824,4.8464093245721305,logistic_regression,0.24963937816378085,0.49737176631101304,0.6636354880356695,0.6317981507765831,0.2514074074074074,0.3921093474426807,0.3063764656251706,0.7606711213837318,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6317981507765831,0.2514074074074074,0.3921093474426807,0.3063764656251706,101.34082794189453
26,2025-07-27 00:37:17,8192,0.1477505166284672,6,0.016796544754131105,5,8,4,0.03645927233010724,0.011221483953169596,0.021316266091401755,0.0408180774597654,0.004220537298208528,0.018681363761801614,6.606606623582661e-05,3.3916624922649725,logistic_regression,0.25,0.5,0.5,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,0.7373991304530478,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,120.38430285453796
27,2025-07-27 00:40:05,8192,0.1220657945512862,8,2.2819478643407223e-05,20,256,256,0.012267525862210617,0.00734149729670667,0.040716924302752096,0.02974151014050272,4.643090675013206e-06,0.001506206733180788,0.0006991019919730162,1.5728416549729172,mlp,0.2494648360182031,0.47944319253763784,0.612634704460666,0.6567645918620328,0.25959259259259265,0.41302109053497943,0.3188077149690092,0.7775946418016149,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6567645918620328,0.25959259259259265,0.41302109053497943,0.3188077149690092,168.02487754821777
28,2025-07-27 00:43:11,8192,0.17143375370196956,4,0.27139866235200066,20,4,256,0.026383854485413815,0.016368551902345436,0.02346087347652318,0.018399004413019813,6.755798354366328e-07,0.21355543077299793,5.513558082101043e-06,4.499634949576966,logistic_regression,0.326994468425306,0.4802223275725479,0.5498238410602071,0.6231314157865507,0.2443703703703704,0.381538139329806,0.29792410543550213,0.7568959509874922,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6231314157865507,0.2443703703703704,0.381538139329806,0.29792410543550213,185.76976108551025
29,2025-07-27 00:46:41,2048,0.04349899511659242,2,1.7558063015142447,10,4,64,0.02098780333904549,0.013762144873803311,0.015685606092269586,0.025367706400605587,0.00025137370785118375,1.7758710660585036e-06,7.719368292622007e-07,5.518540781701118,mlp,0.2452433179517736,0.4745014785891054,0.68701199499198,0.6680128779577367,0.26607407407407413,0.4286474867724868,0.3283386886918811,0.7837467657632364,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6680128779577367,0.26607407407407413,0.4286474867724868,0.3283386886918811,210.20422077178955
30,2025-07-27 00:48:31,8192,0.0745834340157957,6,0.0019693418895011627,5,8,4,0.03599415343655413,0.04750845886031904,0.005016673021262593,0.009185631114307861,2.4265956591524602e-05,0.00017668513544567236,0.00041730138582138024,9.532467023665948,logistic_regression,0.2397276729226448,0.4607145778878496,0.7055552130757152,0.6779267361519312,0.27155555555555555,0.44253865373309814,0.3365769625523514,0.7883608937339467,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6779267361519312,0.27155555555555555,0.44253865373309814,0.3365769625523514,109.64126467704773
31,2025-07-27 00:50:36,8192,0.18687381862323632,6,0.004893889889178271,20,4,256,0.03760410741654337,0.04863206082861377,0.03243198225866798,0.021113847383977116,3.447059578031427e-05,0.00024598851383684204,7.3878054079704385e-06,9.67733135528365,logistic_regression,0.24460052824481907,0.48740181137542066,0.6840870091823632,0.6728425011247819,0.26866666666666666,0.4315648148148148,0.331167858953168,0.7867945376951258,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6728425011247819,0.26866666666666666,0.4315648148148148,0.331167858953168,125.4768238067627
32,2025-07-27 00:52:21,8192,0.0607963198064663,6,0.0016437706623811034,20,64,32,0.02519989849603521,0.009944929175011295,0.045601854237121646,0.01634204220475078,0.0019290371972568022,2.3674199923823265e-05,4.020470018245275e-05,0.17751965038822348,logistic_regression,0.25,0.5,0.5,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,0.7373991304530478,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,104.97710800170898
33,2025-07-27 00:54:22,4096,0.1301147433722576,8,0.18064290672455302,5,8,4,0.014555497536684428,0.02161166529727884,0.00768857726535019,0.03713119028867963,0.0005020116522546472,7.097231740456048e-07,0.0006349693568350037,3.7297373467836605,mlp,0.25,0.5,0.5,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,0.7373991304530478,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,120.358473777771
34,2025-07-27 00:56:49,8192,0.1467006730758713,6,7.3552219244758446,20,16,8,0.01885868149979495,0.014534640275223243,0.02913854871152044,0.026910494004741752,1.155046231949056e-05,1.0548385518759348e-05,2.4116431762759166e-06,7.665022975425261,logistic_regression,0.24574674254008785,0.4622948934960336,0.7025368122067724,0.6791022845760146,0.27314814814814814,0.4439717813051146,0.3382141951792745,0.7883558409009163,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6791022845760146,0.27314814814814814,0.4439717813051146,0.3382141951792745,144.5112292766571
35,2025-07-27 00:59:29,8192,0.05143892251285149,2,1.067768564962545,15,64,16,0.0386670455349273,0.026721339366733394,0.0050314466540453484,0.018143497720258046,3.840225837077464e-06,0.00015818212966226198,4.490234835643106e-07,9.070148942318951,mlp,0.3265286726148736,0.434506597301004,0.6444179803907386,0.6476506311917728,0.25866666666666666,0.415691431510876,0.3188973847616028,0.7689652180452945,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6476506311917728,0.25866666666666666,0.415691431510876,0.3188973847616028,159.53058338165283
36,2025-07-27 01:02:36,2048,0.022472496432818484,6,0.034224121809644625,20,256,64,0.033383293679634655,0.03483557410555272,0.010948326048189244,0.009257848624174192,0.0008834398810852297,0.002633090697740035,7.828260497208964e-05,2.6803443213024565,logistic_regression,0.25,0.5,0.5,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,0.7373991304530478,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,187.2097396850586
37,2025-07-27 01:04:42,4096,0.11017678993787192,6,0.732851407381358,5,4,32,0.010899561325585961,0.018497300970556647,0.015245765241811936,0.006225918583296655,4.595106069304121e-05,3.498933953886709e-05,0.3278293538350857,5.9572101686221535,mlp,0.2491698086909159,0.49732000934656845,0.677569227870717,0.6394007125760469,0.25262962962962965,0.39519569370958263,0.30822549886892725,0.7671813012800631,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6394007125760469,0.25262962962962965,0.39519569370958263,0.30822549886892725,125.82254767417908
38,2025-07-27 01:06:34,8192,0.08936477175844545,2,7.4718901937022995e-06,15,64,256,0.01607750880500567,0.011741829140586059,0.023731279003377397,0.013631535140581361,0.027320294115387188,0.0006405855798787826,1.2915620053640035e-05,4.284074737073807,logistic_regression,0.25000000000331135,0.5000000000033114,0.4999879462886623,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,0.7373991304530478,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,111.68229556083679
39,2025-07-27 01:09:28,2048,0.17522579357245024,8,1.1129308278029642e-06,20,32,8,0.006393979362070603,0.005002706193369489,0.03706280493492541,0.023249186753449884,3.9483967002801225e-07,0.012134595623921931,8.924792012533434,6.2606596027567685,mlp,0.24427813556961261,0.4799054954739224,0.6695439248246333,0.6727130178425144,0.26940740740740743,0.4310783362727807,0.3315861829095868,0.7864130365329361,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6727130178425144,0.26940740740740743,0.4310783362727807,0.3315861829095868,173.76779198646545
40,2025-07-27 01:11:33,4096,0.1889799692283647,4,0.0008824710352083855,10,16,16,0.020812388303346908,0.015812709184948235,0.032287464357263713,0.011735168470607354,0.00032711165792138024,4.5467009208378485e-06,4.709183732156911e-07,7.316584998866404,logistic_regression,0.25,0.5,0.5,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,0.7373991304530478,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,125.27911448478699
41,2025-07-27 01:13:25,8192,0.07450313424216837,6,3.363909545074064,20,4,256,0.02424869625966738,0.01331494263579828,0.0488047200387008,0.01600446648813176,1.5559251498755118e-05,5.7617894710350405e-05,2.1938778699192756e-05,4.742883648367452,logistic_regression,0.255066885530052,0.4824892971294833,0.6139050793657891,0.6373187229709399,0.25307407407407406,0.40198346560846554,0.3106035338552151,0.7636733632849734,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6373187229709399,0.25307407407407406,0.40198346560846554,0.3106035338552151,111.62413239479065
42,2025-07-27 01:15:19,8192,0.15412313091573848,6,0.019502484614900572,20,4,256,0.027427360054052385,0.012893951948864637,0.013902043033396332,0.02378965473326957,4.978580820976125e-06,0.00022048888799983552,2.7526358631790516e-06,8.42930010349521,logistic_regression,0.25473445912008125,0.47571444585334877,0.6143822345652843,0.653227266833209,0.25751851851851854,0.4079899323927102,0.31574343741656175,0.7760819775952651,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.653227266833209,0.25751851851851854,0.4079899323927102,0.31574343741656175,114.13669419288635
43,2025-07-27 01:18:26,2048,0.16508078353586722,6,0.006873091516788269,5,4,4,0.029704824394993903,0.006598703355525948,0.011028891311613453,0.03210369185270016,8.788668251439383e-05,0.0007457775302924561,1.2361640198774814e-05,3.744268632848082,mlp,0.24912725934934787,0.4981438364703898,0.6643759637276317,0.6237908312610616,0.24707407407407408,0.3806524103468547,0.2996507050910021,0.7568714832302442,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6237908312610616,0.24707407407407408,0.3806524103468547,0.2996507050910021,186.6388554573059
44,2025-07-27 01:22:27,4096,0.09720436817119013,2,0.0026638054652902816,20,32,32,0.008229105949163778,0.009501759429473212,0.04035325685286393,0.043777132081100636,1.492772896418589e-06,8.400348735727612e-06,0.000325964103441362,5.630934410462712,logistic_regression,0.3182269416262874,0.433112296355309,0.6529352075378441,0.6507755512983554,0.2580740740740741,0.4146833480305702,0.3181503988231887,0.7727616974470136,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6507755512983554,0.2580740740740741,0.4146833480305702,0.3181503988231887,241.40876150131226
45,2025-07-27 01:24:37,8192,0.1223460325644791,6,0.09309455306066278,15,256,8,0.034653756714714344,0.014775869897715349,0.021388027131046154,0.01995599756485846,0.25026189541669525,0.1123150195655494,8.672576247027101e-05,4.9820638651308204,logistic_regression,0.25,0.5,0.5,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,0.7373991304530478,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.5956214700424509,0.23418518518518522,0.36834869194591413,0.2863301464369141,130.07706499099731
46,2025-07-27 01:26:57,2048,0.026086954547673916,6,0.00014922580475534408,20,64,256,0.04516794256126561,0.017074465521792512,0.005029491379485118,0.008331291318654266,6.4812867337196405,5.428895617703707e-05,1.6666468586394934,4.439868713915555,mlp,0.2500000000501666,0.5000000000496705,0.5001199690416711,0.5962801303802768,0.23433333333333334,0.3685485008818342,0.2865012471940572,0.7380291617581297,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.5962801303802768,0.23433333333333334,0.3685485008818342,0.2865012471940572,139.05171990394592
47,2025-07-27 01:30:33,4096,0.1938717483722023,8,0.04902026985259369,10,16,64,0.006206050122737548,0.010906069943666812,0.025412874521728062,0.0065067662343253315,8.119674433457754e-06,0.0017361722345016085,0.018726235428269664,6.358791646929644,logistic_regression,0.24191310736738558,0.47487761035800397,0.6616453508735236,0.6771178835588422,0.2694814814814815,0.43058700764256314,0.3314967793262173,0.7903832317939069,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6771178835588422,0.2694814814814815,0.43058700764256314,0.3314967793262173,216.62346601486206
48,2025-07-27 01:32:59,8192,0.16607616450545304,4,0.014174486453246085,20,32,16,0.013356142405904615,0.00863426397297051,0.016842893155540765,0.023162129580148752,3.399694208083598e-05,1.0261526504947824,0.38989625137812195,1.3865848462249684,logistic_regression,0.242105336637567,0.4833594625487994,0.7138744421995598,0.6883822392188473,0.27711111111111114,0.44898214285714283,0.3427051271891592,0.7953166579536759,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6883822392188473,0.27711111111111114,0.44898214285714283,0.3427051271891592,145.564599275589
49,2025-07-27 01:34:28,8192,0.1808900871134826,4,0.000841461019557571,15,32,16,0.02273940800724565,0.008226691881008824,0.016557807611202825,0.014747836799625406,0.00016971891502430117,0.929177256277334,0.280448955660185,1.0886861563328536,logistic_regression,0.24999924898520584,0.49999924852726635,0.6357380902433282,0.6299076636552337,0.24811111111111112,0.3844679600235156,0.30159319870307705,0.7621394235494335,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6299076636552337,0.24811111111111112,0.3844679600235156,0.30159319870307705,89.0261390209198
50,2025-07-27 01:36:17,8192,0.14688864019993855,4,0.0031682755399366747,20,32,16,0.01392431768913317,0.0056985328433636125,0.009606466823929136,0.028664893960901782,1.76780884393493e-06,1.6040740302949341,0.7887427237855297,1.6043316178963405,logistic_regression,0.2503306030698439,0.46219451446237836,0.6566318869867596,0.6706450310243909,0.2681851851851852,0.42883289241622574,0.329996114482157,0.78508144879919,0.23183333333333336,0.7262962962962963,0.35147580484096463,0.6706450310243909,0.2681851851851852,0.42883289241622574,0.329996114482157,108.6653733253479
