trial_number,timestamp,batch_size,gamma,G,beta,num_bins,embedding_k,embedding_k1,pred_lr,impu_lr,prop_lr,dis_lr,lamb_pred,lamb_imp,lamb_prop,dis_lamb,grad_clip_norm,abc_model_name,mse,mae,auc,train_mse,train_mae,train_auc,ndcg_20,precision_20,recall_20,f1_20,ndcg,precision,recall,f1,training_time
123,2025-08-03 20:50:01,4096,0.014512827541684967,6,100,50,32,32,0.01,0.01,0.01,0.01,0.0001,5e-05,0.0001,0.005,2.0,logistic_regression,0.10362872753515599,0.2827088381572248,0.7895221573681975,0.10972897700427212,0.28589623647658857,0.9334338999102961,0.5108837547095969,0.08951098511693835,0.4264290097516116,0.1479632559016176,0.5108837547095969,0.08951098511693835,0.4264290097516116,0.1479632559016176,112.29719233512878
124,2025-08-03 20:52:16,4096,0.015335735240114499,6,0.01,50,32,32,0.005,0.01,0.01,0.01,1e-05,5e-05,0.0001,0.005,2.0,logistic_regression,0.13396609728470035,0.25723418468308146,0.6981961473163502,0.039174592339098056,0.13051043602649037,0.9918533489762018,0.4501727189744662,0.07866761162296244,0.3788831249904265,0.13028426420139666,0.4501727189744662,0.07866761162296244,0.3788831249904265,0.13028426420139666,135.11362981796265
125,2025-08-03 20:54:01,4096,0.0135293426617879,10,100,50,32,16,0.01,0.005,0.01,0.005,0.0001,0.005,5e-05,0.001,1.0,mlp,0.15378746562193657,0.3810101922504411,0.7569097816364355,0.16667820631783214,0.39004240511876664,0.8358412741219954,0.49567213457799275,0.08522324592487597,0.39429791233384,0.14015376536257876,0.49567213457799275,0.08522324592487597,0.39429791233384,0.14015376536257876,104.87902069091797
126,2025-08-03 20:55:20,4096,0.01763612540429697,2,50,20,32,64,0.01,0.01,0.01,0.005,0.01,1e-05,0.0001,0.005,2.0,logistic_regression,0.25000014057538916,0.5000001380279651,0.5083215990068476,0.24999696446804123,0.49999696064280746,0.7132366520197003,0.2796105603777987,0.0523033309709426,0.209620492675005,0.08371785242027535,0.2796105603777987,0.0523033309709426,0.209620492675005,0.08371785242027535,78.86072635650635
127,2025-08-03 20:57:07,4096,0.03900269179649217,6,100,50,32,64,0.01,0.01,0.005,0.005,0.0005,0.0001,0.001,1e-05,0.5,logistic_regression,0.22763431983197807,0.476424665009149,0.6613943951067206,0.2264500061957297,0.4743867586615043,0.7420094416426074,0.42508335888244214,0.053330970942593904,0.2680503132041926,0.08896214042207119,0.42508335888244214,0.053330970942593904,0.2680503132041926,0.08896214042207119,106.36731004714966
128,2025-08-03 20:59:42,4096,0.02032796288662948,8,1,10,32,64,0.005,0.005,0.01,0.01,0.0001,1e-05,0.0005,0.01,2.0,mlp,0.131730335727976,0.337855262882384,0.7541764924286671,0.12091374854543804,0.31428346206595403,0.9205225317092237,0.48722911646718675,0.08199858256555635,0.36606920763970885,0.13398488712434,0.48722911646718675,0.08199858256555635,0.36606920763970885,0.13398488712434,155.7066843509674
129,2025-08-03 21:01:10,4096,0.05791939888696042,1,100,50,32,32,0.01,0.01,0.01,0.005,0.005,0.001,0.0001,0.0001,2.0,logistic_regression,0.24999999638906328,0.4999999963884918,0.5201366956813069,0.24999967439897777,0.4999996743620995,0.6864813361167933,0.3082523698444299,0.05800850460666194,0.24481873916069868,0.09379320553675517,0.3082523698444299,0.05800850460666194,0.24481873916069868,0.09379320553675517,87.23087430000305
130,2025-08-03 21:02:41,4096,0.010392948787117419,6,0.05,50,32,16,0.01,0.01,0.005,0.005,0.0001,0.01,0.005,0.005,1.0,logistic_regression,0.14847659833279106,0.36863623875609147,0.7427833512692554,0.1485583008880565,0.3584939968553021,0.8633177580728951,0.4878732462324937,0.08221119773210489,0.36086641604501224,0.1339145078057415,0.4878732462324937,0.08221119773210489,0.36086641604501224,0.1339145078057415,91.2171356678009
131,2025-08-03 21:04:06,4096,0.07282335491248687,6,100,50,32,64,0.01,0.01,0.01,0.005,0.001,1e-05,0.0001,0.005,2.0,logistic_regression,0.25000000440375053,0.5000000043985992,0.5182802233606458,0.24999962228434128,0.49999962225518224,0.7399084575683257,0.29675817572774826,0.05683912119064492,0.23607883852898362,0.09161960384087992,0.29675817572774826,0.05683912119064492,0.23607883852898362,0.09161960384087992,85.43788719177246
132,2025-08-03 21:06:40,4096,0.014185776144824948,4,5,50,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.09587385452211797,0.2523704439630145,0.789095389402535,0.06643229352685873,0.21069953751466117,0.9866033207528968,0.5129072530508916,0.09184975194897235,0.43657224784477444,0.15176905082679842,0.5129072530508916,0.09184975194897235,0.43657224784477444,0.15176905082679842,153.83494567871094
133,2025-08-03 21:09:20,4096,0.014406743484975074,4,5,50,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.0959044265765818,0.25244635689120637,0.7890086460449031,0.06643846811211762,0.21071820005475395,0.9865993618514797,0.5127836363964454,0.09177888022678951,0.43640194471650945,0.15166200635615362,0.5127836363964454,0.09177888022678951,0.43640194471650945,0.15166200635615362,159.15026473999023
134,2025-08-03 21:11:53,4096,0.012493903453510572,4,5,50,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.09567262670694404,0.2518928094285989,0.7896548439490527,0.06639891274715319,0.21058811361967048,0.9866231469332407,0.5132503673229977,0.09184975194897235,0.43728074007700873,0.15181180488900717,0.5132503673229977,0.09184975194897235,0.43728074007700873,0.15181180488900717,153.79245901107788
135,2025-08-03 21:14:29,4096,0.014407996544208226,4,5,50,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.09590460819698325,0.25244679701337386,0.7890081171786488,0.06643850458207091,0.2107183169880019,0.9865993383684775,0.5127749908889908,0.09177888022678951,0.43640194471650945,0.15166200635615362,0.5127749908889908,0.09177888022678951,0.43640194471650945,0.15166200635615362,155.17626905441284
136,2025-08-03 21:17:04,4096,0.014345321527161056,4,5,25,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.09580761856054307,0.2523335909755721,0.7893193700686589,0.06690218560126683,0.2114379126284966,0.9862665642656259,0.5127183185516082,0.0916017009213324,0.43653056576907395,0.15142775721385443,0.5127183185516082,0.0916017009213324,0.43653056576907395,0.15142775721385443,155.1511788368225
137,2025-08-03 21:19:39,4096,0.014015790974157002,4,5,50,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.09585165331471834,0.25232089129462937,0.7891773915477589,0.0664281873264512,0.21068654761370958,0.9866062046191162,0.5129343633583415,0.09181431608788092,0.4365584416651285,0.15171983856371155,0.5129343633583415,0.09181431608788092,0.4365584416651285,0.15171983856371155,154.98465299606323
138,2025-08-03 21:22:11,4096,0.014313728718970338,4,5,50,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.0958907258451254,0.2524135796304219,0.7890482312581507,0.0664358569272777,0.21070984204057056,0.9866009192160218,0.5127883274145514,0.09177888022678951,0.43640194471650945,0.15166200635615362,0.5127883274145514,0.09177888022678951,0.43640194471650945,0.15166200635615362,152.34544610977173
139,2025-08-03 21:24:41,4096,0.014210110119202125,4,5,25,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.09578665039187943,0.25228315696684434,0.7893780478957139,0.06689789640215989,0.21142448573679523,0.9862687374990909,0.5126589485738297,0.09153082919914954,0.4363786977929679,0.15132177773496344,0.5126589485738297,0.09153082919914954,0.4363786977929679,0.15132177773496344,150.02288436889648
140,2025-08-03 21:27:12,4096,0.01406018667840938,4,5,50,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.09585764139372616,0.2523355737259535,0.7891607512317953,0.06642928974104231,0.21069016833288665,0.9866055726256249,0.5129276769185132,0.09181431608788092,0.4365584416651285,0.15171983856371155,0.5129276769185132,0.09181431608788092,0.4365584416651285,0.15171983856371155,150.1117033958435
141,2025-08-03 21:29:45,4096,0.014109993404466987,4,5,50,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.09586475689293397,0.2523526485648514,0.7891412226711344,0.0664305452222784,0.21069439666293688,0.9866048844520905,0.5129290853650341,0.09181431608788092,0.4365584416651285,0.15171983856371155,0.5129290853650341,0.09181431608788092,0.4365584416651285,0.15171983856371155,152.98339366912842
142,2025-08-03 21:32:25,4096,0.014875722078142474,4,5,50,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.09597704316655853,0.2526200091929277,0.7887992018446508,0.06645254391921815,0.21076305756602765,0.9865914615169277,0.5128425128102173,0.09177888022678951,0.43633939505261327,0.1516582286631786,0.5128425128102173,0.09177888022678951,0.43633939505261327,0.1516582286631786,159.95693492889404
143,2025-08-03 21:34:59,4096,0.015221986932573308,4,5,25,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.09595153971384453,0.25268530822806146,0.7889145365018007,0.06693378518595249,0.21153405838735348,0.9862466648208746,0.5125812287796639,0.09167257264351525,0.43595029580632055,0.15148958679021532,0.5125812287796639,0.09167257264351525,0.43595029580632055,0.15148958679021532,154.19867134094238
144,2025-08-03 21:37:27,4096,0.014280436656062137,4,5,50,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.09588597367500844,0.25240202629541664,0.7890623023526919,0.06643493856178077,0.2107069577182935,0.9866014938777151,0.5128060868198074,0.09177888022678951,0.43640194471650945,0.15166200635615362,0.5128060868198074,0.09177888022678951,0.43640194471650945,0.15166200635615362,147.76254200935364
145,2025-08-03 21:39:56,4096,0.01392849360670656,4,5,50,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.09584148737966673,0.2522954170783868,0.7892052967923704,0.06642604303261254,0.21067943908946749,0.9866074001406704,0.5130387028424429,0.09181431608788095,0.43708997958149987,0.15175190624364793,0.5130387028424429,0.09181431608788095,0.43708997958149987,0.15175190624364793,148.84429383277893
146,2025-08-03 21:42:36,4096,0.012334095413231399,4,5,50,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.09565772200243616,0.2518568328131942,0.7896959816906162,0.06639685920208648,0.2105807212590883,0.9866244541110308,0.5133226155470009,0.09188518781006379,0.4373988596139801,0.151867325528287,0.5133226155470009,0.09188518781006379,0.4373988596139801,0.151867325528287,160.69137811660767
147,2025-08-03 21:45:09,4096,0.011396549187295258,4,5,50,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.09558843622498317,0.25169106148263887,0.7898837501177289,0.06638768050548621,0.21054677848270434,0.9866305657062848,0.5134108858407535,0.09192062367115521,0.4377532182248944,0.15193708146601115,0.5134108858407535,0.09192062367115521,0.4377532182248944,0.15193708146601115,152.611798286438
148,2025-08-03 21:47:42,4096,0.011861973024148532,4,5,50,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.09562274307403086,0.2517687731877668,0.7898000188973282,0.0663916908649213,0.2105616987325319,0.9866278604260563,0.5134204614573601,0.09192062367115521,0.4377532182248944,0.15193708146601115,0.5134204614573601,0.09192062367115521,0.4377532182248944,0.15193708146601115,153.34251046180725
149,2025-08-03 21:49:07,4096,0.018923188821195192,6,0.1,50,32,16,0.01,0.005,0.005,0.005,5e-05,0.0005,0.01,0.001,1.0,mlp,0.1397613310816531,0.3409820576232077,0.7131108524482788,0.11200199191041135,0.29318439042349403,0.9270333657680556,0.47814704236850697,0.08022678951098512,0.3656639193795087,0.13158400346496704,0.47814704236850697,0.08022678951098512,0.3656639193795087,0.13158400346496704,84.46389865875244
150,2025-08-03 21:51:13,4096,0.05295727626412009,12,0.5,5,32,32,0.01,0.005,0.005,0.005,1e-05,0.005,1e-05,1e-05,0.5,mlp,0.17922735163913808,0.38888579238192217,0.6486663699688264,0.08371858621424737,0.25646641196886477,0.9797296731605803,0.43748026869357515,0.07445074415308293,0.3485572554019245,0.1226943560023853,0.43748026869357515,0.07445074415308293,0.3485572554019245,0.1226943560023853,125.72440719604492
151,2025-08-03 21:52:43,4096,0.036735219027572284,1,0.01,50,32,16,0.01,0.01,0.005,0.005,0.0005,0.001,0.0005,0.01,1.0,logistic_regression,0.11137087332564033,0.28929548018080425,0.7643795389423595,0.11189433177085445,0.2793089458271639,0.9122950200072069,0.4954285557686345,0.08508150248051029,0.3905940448349566,0.13972687215917914,0.4954285557686345,0.08508150248051029,0.3905940448349566,0.13972687215917914,90.30599236488342
152,2025-08-03 21:54:07,4096,0.04982236097052274,6,50,50,32,64,0.01,0.01,0.005,0.005,0.01,0.0001,0.001,0.0005,0.5,logistic_regression,0.25000005229269395,0.5000000518828576,0.5104911253052308,0.24999963850380455,0.4999996378476585,0.6552813464729634,0.2853992294173331,0.054358610914245216,0.22799660550327772,0.08778714220738718,0.2853992294173331,0.054358610914245216,0.22799660550327772,0.08778714220738718,84.0093629360199
153,2025-08-03 21:55:25,4096,0.04481843597287614,6,10,50,32,64,0.01,0.005,0.01,0.005,0.005,0.01,0.005,5e-05,1.0,mlp,0.250002039083189,0.500001819420165,0.5080719516793347,0.24998252928072165,0.4999822868240414,0.6716071464359469,0.28178360720365736,0.05350815024805103,0.21804687739096598,0.08592943520871726,0.28178360720365736,0.05350815024805103,0.21804687739096598,0.08592943520871726,77.83018469810486
154,2025-08-03 21:56:35,4096,0.0970612674171876,6,1,50,32,32,0.01,0.01,0.01,0.005,0.001,0.0005,0.01,0.001,2.0,logistic_regression,0.2499999492065767,0.4999999481502242,0.49230830702909,0.24999708291536243,0.49999708082792305,0.6985019672396754,0.29869743978685226,0.05634301913536499,0.24825627332701625,0.09184202527499942,0.29869743978685226,0.05634301913536499,0.24825627332701625,0.09184202527499942,70.10134482383728
155,2025-08-03 21:58:36,4096,0.017847508751102602,2,100,50,32,64,0.01,0.01,0.01,0.005,5e-05,0.005,5e-05,0.005,2.0,logistic_regression,0.15789144260401522,0.2994343503526977,0.6571965978081875,0.0056455214997949265,0.054592554607452465,0.9999979660009011,0.4401973616553671,0.07388377037562013,0.34793720097988695,0.12188541588971116,0.4401973616553671,0.07388377037562013,0.34793720097988695,0.12188541588971116,120.52589392662048
156,2025-08-03 22:00:33,4096,0.08184201939216172,6,100,50,32,16,0.01,0.005,0.005,0.005,1e-05,5e-05,1e-05,1e-05,2.0,mlp,0.13524169301322875,0.3118911185447845,0.7014870241650157,0.0964984549160279,0.24872720087123634,0.9366553386354,0.46411115674023945,0.07781715095676826,0.36108735510296486,0.12804055931384523,0.46411115674023945,0.07781715095676826,0.36108735510296486,0.12804055931384523,117.68866062164307
157,2025-08-03 22:01:46,4096,0.08867932353197147,10,100,50,32,64,0.01,0.01,0.01,0.005,0.0005,0.001,0.001,0.01,0.5,logistic_regression,0.25000034071621074,0.5000003246196711,0.5074249926104298,0.24998406621479738,0.49998404135108904,0.7875153725650184,0.29767509315262614,0.05708717221828491,0.24696186376193108,0.09273737311795545,0.29767509315262614,0.05708717221828491,0.24696186376193108,0.09273737311795545,72.13255190849304
158,2025-08-03 22:03:10,4096,0.011922034617051474,12,0.1,50,32,64,0.01,0.01,0.01,0.005,0.01,0.0001,0.0005,0.005,2.0,logistic_regression,0.25000001968055,0.5000000196039851,0.5092252634060579,0.24999991112040987,0.4999999109777634,0.6179979146874063,0.2801853612999769,0.052480510276399724,0.21345837091446318,0.08424796087128097,0.2801853612999769,0.052480510276399724,0.21345837091446318,0.08424796087128097,84.54492831230164
159,2025-08-03 22:04:17,4096,0.017099924093464162,6,100,40,32,64,0.01,0.01,0.005,0.01,0.005,1e-05,0.005,0.0001,1.0,logistic_regression,0.25000088226788686,0.5000008347113586,0.5041606303126822,0.24999146989605467,0.49999141419833576,0.6768534656246552,0.28322779950521815,0.05308291991495394,0.22198991693092401,0.08567820158101593,0.28322779950521815,0.05308291991495394,0.22198991693092401,0.08567820158101593,66.45291829109192
160,2025-08-03 22:06:12,4096,0.042661305609374416,1,0.5,50,32,32,0.005,0.005,0.01,0.005,0.001,0.01,0.0001,0.005,2.0,mlp,0.1327567842255352,0.34350516618669236,0.7351859792330839,0.1621117870029835,0.367893613627141,0.7971777183436946,0.446261746826751,0.0640326009922041,0.3348549687668105,0.10750715856227845,0.446261746826751,0.0640326009922041,0.3348549687668105,0.10750715856227845,115.01896214485168
161,2025-08-03 22:07:49,4096,0.068856986280762,6,100,50,32,64,0.005,0.01,0.01,0.01,0.0001,1e-05,0.0001,0.005,2.0,logistic_regression,0.14404178492981815,0.3609731146775196,0.7350930497663672,0.1501748318258713,0.3587180670360623,0.8569633642544937,0.46281801148145035,0.07133238837703756,0.33251027119046256,0.11746531101649352,0.46281801148145035,0.07133238837703756,0.33251027119046256,0.11746531101649352,96.83455538749695
162,2025-08-03 22:09:39,4096,0.09420412440563186,6,100,50,32,64,0.01,0.01,0.01,0.005,0.0001,1e-05,0.0001,0.0005,2.0,logistic_regression,0.16442156940089225,0.39395544261530935,0.7234491114018621,0.1733805302852571,0.3962311375946737,0.7973364084732756,0.4579584385935664,0.07030474840538625,0.3199152615186314,0.11527631284971886,0.4579584385935664,0.07030474840538625,0.3199152615186314,0.11527631284971886,110.3221869468689
163,2025-08-03 22:11:33,4096,0.02082561864626593,6,0.01,50,32,16,0.01,0.01,0.01,0.005,0.0001,0.0005,0.01,0.005,2.0,logistic_regression,0.15828150499747956,0.38518903795964854,0.7382679415220798,0.1602057732693741,0.3784356795427254,0.8411486235214906,0.4809761593124599,0.07983699503897945,0.3494481177569176,0.12997836082428613,0.4809761593124599,0.07983699503897945,0.3494481177569176,0.12997836082428613,113.72583079338074
164,2025-08-03 22:12:50,4096,0.060029084166082845,8,50,50,32,64,0.01,0.01,0.01,0.01,0.0001,1e-05,5e-05,5e-05,0.5,logistic_regression,0.16498241563877472,0.39577616960143364,0.7086306297293962,0.17219708145862286,0.3965974725591506,0.8122525613829825,0.442672004919426,0.06144578313253012,0.30000000900018275,0.10200000052021055,0.442672004919426,0.06144578313253012,0.30000000900018275,0.10200000052021055,76.85183930397034
165,2025-08-03 22:16:53,4096,0.0551520656808162,2,10,50,16,64,0.005,0.005,0.005,0.005,5e-05,1e-05,0.0001,0.005,2.0,mlp,0.11085256295779251,0.23508092536553496,0.7202374591826755,0.007329861939315831,0.0665140038755142,0.9999995993172783,0.47932618159755985,0.0833805811481219,0.3908113314501762,0.13743834540337935,0.47932618159755985,0.0833805811481219,0.3908113314501762,0.13743834540337935,242.8875823020935
166,2025-08-03 22:19:36,4096,0.012137953197245767,6,100,50,32,32,0.01,0.01,0.01,0.005,0.0001,1e-05,1e-05,0.005,1.0,logistic_regression,0.09698708194334005,0.26872666386544797,0.7983158326146946,0.11465063686019579,0.2889276626113921,0.9244212433766261,0.5122011962790946,0.09078667611622962,0.4420599103595831,0.15063679086778467,0.5122011962790946,0.09078667611622962,0.4420599103595831,0.15063679086778467,162.925683259964
167,2025-08-03 22:22:26,4096,0.012077136627380983,6,100,50,32,32,0.01,0.01,0.01,0.005,0.0001,1e-05,1e-05,0.005,1.0,logistic_regression,0.09696819549553298,0.2686793524123972,0.7983549385187018,0.11463309340098826,0.2888896308117433,0.9244484847467767,0.5119716798325963,0.09068036853295536,0.4411998365016354,0.15044050668532033,0.5119716798325963,0.09068036853295536,0.4411998365016354,0.15044050668532033,170.17511677742004
168,2025-08-03 22:25:09,4096,0.012021782866186194,6,100,50,32,32,0.01,0.01,0.01,0.005,0.0001,1e-05,1e-05,0.005,1.0,logistic_regression,0.09694958462272113,0.2686359259327266,0.7983862763608313,0.11461693456386673,0.2888568072308507,0.9244786907339606,0.5122336295677802,0.09071580439404678,0.44122432968700737,0.15049069405122953,0.5122336295677802,0.09071580439404678,0.44122432968700737,0.15049069405122953,163.16333436965942
169,2025-08-03 22:28:00,4096,0.011733745778756355,6,100,50,32,32,0.01,0.01,0.01,0.005,0.0001,1e-05,1e-05,0.005,1.0,logistic_regression,0.09685524456437315,0.26840696897760313,0.7985574780331723,0.11453412219104864,0.2886929525632547,0.9246431042534183,0.5126220269588555,0.09096385542168677,0.442066081497853,0.150880963109103,0.5126220269588555,0.09096385542168677,0.442066081497853,0.150880963109103,171.13176012039185
170,2025-08-03 22:30:46,4096,0.01133767461879599,6,100,50,32,32,0.01,0.01,0.01,0.005,0.0001,5e-05,1e-05,0.005,1.0,logistic_regression,0.09767602177843826,0.2711834906372287,0.7989676080058563,0.11470094374616514,0.2903892100919802,0.9254720405328278,0.5121918505089943,0.09078667611622963,0.4436393994029948,0.15072822345678938,0.5121918505089943,0.09078667611622963,0.4436393994029948,0.15072822345678938,165.43873739242554
171,2025-08-03 22:33:31,4096,0.010290745476856678,6,100,50,32,32,0.01,0.01,0.01,0.005,0.0001,5e-05,1e-05,0.005,1.0,logistic_regression,0.09702095685424572,0.2698033833035451,0.8003263103239872,0.11443212137996465,0.28979373283395893,0.9259535946184619,0.5139370614442283,0.09085754783841246,0.4468179629173651,0.15100849351967727,0.5139370614442283,0.09085754783841246,0.4468179629173651,0.15100849351967727,165.27386140823364
172,2025-08-03 22:35:32,4096,0.010014379365703499,6,100,50,16,32,0.01,0.005,0.01,0.005,0.0005,5e-05,1e-05,0.001,1.0,mlp,0.21613555210476343,0.46410698119952726,0.7471294254753824,0.22447369707598144,0.4724316598014466,0.7806040337306238,0.4655121859550522,0.07228915662650603,0.37886731076952224,0.12141241608242202,0.4655121859550522,0.07228915662650603,0.37886731076952224,0.12141241608242202,120.90498375892639
173,2025-08-03 22:37:53,4096,0.011974127571381587,6,100,50,32,32,0.01,0.01,0.005,0.005,1e-05,5e-05,1e-05,1e-05,1.0,logistic_regression,0.13332306456223392,0.2516394933993555,0.7016542310774658,0.0360120712245034,0.1230718307839357,0.9932859200465022,0.4466180252208728,0.07909284195605953,0.38309742676297726,0.13111597659861868,0.4466180252208728,0.07909284195605953,0.38309742676297726,0.13111597659861868,140.88618922233582
174,2025-08-03 22:39:18,4096,0.010015091298590942,10,1,50,16,32,0.01,0.005,0.01,0.005,0.01,5e-05,1e-05,0.01,1.0,mlp,0.3621915569653597,0.49953977659073456,0.5016439246124338,0.3621531661676187,0.4989284966980824,0.5019634173209594,0.28137697979559934,0.050637845499645645,0.21324645368146286,0.08184148134905261,0.28137697979559934,0.050637845499645645,0.21324645368146286,0.08184148134905261,85.19770288467407
175,2025-08-03 22:41:02,4096,0.011733112778651009,12,100,20,32,32,0.01,0.01,0.01,0.005,0.005,5e-05,1e-05,0.0001,1.0,logistic_regression,0.36238695895962386,0.49953652608150095,0.5016550493876525,0.3616197129339007,0.4983749086790738,0.5028618060186362,0.281162694868725,0.05031892274982283,0.21233425989500387,0.08135771372125765,0.281162694868725,0.05031892274982283,0.21233425989500387,0.08135771372125765,103.8763120174408
176,2025-08-03 22:42:56,4096,0.011388208846665995,6,0.05,50,32,32,0.01,0.01,0.005,0.005,0.001,5e-05,1e-05,0.0005,1.0,logistic_regression,0.2499999340938521,0.49999993408895754,0.5618743163764844,0.24999939069347132,0.49999939065094134,0.7548530579274904,0.29840178779407855,0.05549255846917081,0.2511593190031919,0.09090094807013127,0.29840178779407855,0.05549255846917081,0.2511593190031919,0.09090094807013127,113.30657291412354
177,2025-08-03 22:45:54,4096,0.010220223398862464,8,100,10,32,32,0.01,0.01,0.01,0.005,0.0001,5e-05,1e-05,5e-05,1.0,logistic_regression,0.10785274526526213,0.30016398283697027,0.7938982569299227,0.14235739792396004,0.33841971476662547,0.8679943332416543,0.5029023209201734,0.08869596031183558,0.43338056677076053,0.14725467840900977,0.5029023209201734,0.08869596031183558,0.43338056677076053,0.14725467840900977,178.44302678108215
178,2025-08-03 22:48:56,4096,0.012830087452230274,1,0.1,50,16,32,0.01,0.005,0.01,0.005,5e-05,5e-05,1e-05,0.005,1.0,mlp,0.14444462822448287,0.22202327579853792,0.6831562983358979,0.004968412021650922,0.03861686435245441,0.9998950352679076,0.44965407155089687,0.07930545712260809,0.3843253622201992,0.13148003654238813,0.44965407155089687,0.07930545712260809,0.3843253622201992,0.13148003654238813,181.79985284805298
179,2025-08-03 22:51:43,4096,0.012578119426582185,6,100,50,32,32,0.01,0.01,0.01,0.005,0.0001,5e-05,1e-05,0.005,1.0,logistic_regression,0.09845367001751096,0.2728060642492006,0.7973641281111242,0.11504591867823867,0.291133447137012,0.9248389669514683,0.510246148459215,0.0904677533664068,0.4406447914891271,0.15011561939088977,0.510246148459215,0.0904677533664068,0.4406447914891271,0.15011561939088977,166.40392923355103
180,2025-08-03 22:54:37,4096,0.012120760526559346,6,100,50,32,32,0.01,0.01,0.01,0.005,0.0001,5e-05,1e-05,0.005,1.0,logistic_regression,0.09816606072316772,0.27220719582987024,0.7979533842323508,0.11491543056643773,0.2908534322409769,0.925079501485899,0.5106794565631503,0.0904677533664068,0.44170397030691055,0.15017696006418546,0.5106794565631503,0.0904677533664068,0.44170397030691055,0.15017696006418546,173.98219323158264
181,2025-08-03 22:57:21,4096,0.010218643945713809,6,0.5,50,32,32,0.01,0.01,0.01,0.005,0.0001,5e-05,1e-05,0.005,1.0,logistic_regression,0.09660394191401322,0.26891746569826014,0.8005694416785438,0.11648966729586122,0.2921353992186188,0.9221041481778176,0.5113895253206082,0.09068036853295536,0.4391143503137359,0.15031879215874713,0.5113895253206082,0.09068036853295536,0.4391143503137359,0.15031879215874713,164.22848987579346
182,2025-08-03 23:00:01,4096,0.010023418026305688,6,0.5,50,32,32,0.01,0.01,0.01,0.005,0.0001,5e-05,1e-05,0.005,1.0,logistic_regression,0.0965024003878266,0.268713160196716,0.8008173514132682,0.11646331752683045,0.29207228575977884,0.9221557947857403,0.5117392032783901,0.09092841956059533,0.439631545143475,0.15068985316740025,0.5117392032783901,0.09092841956059533,0.439631545143475,0.15068985316740025,159.7906105518341
183,2025-08-03 23:02:36,4096,0.010190681663305131,6,0.5,50,32,32,0.01,0.01,0.01,0.005,0.0001,5e-05,1e-05,0.005,1.0,logistic_regression,0.09658918374512308,0.26888790517912714,0.8006047309181772,0.11648583104501506,0.29212624879113824,0.9221116150686206,0.5114159229084958,0.09068036853295536,0.4391143503137359,0.15031879215874713,0.5114159229084958,0.09068036853295536,0.4391143503137359,0.15031879215874713,155.46343851089478
184,2025-08-03 23:05:21,4096,0.010459763491178503,6,0.5,50,32,32,0.01,0.01,0.01,0.005,0.0001,5e-05,1e-05,0.005,1.0,logistic_regression,0.09673241553866636,0.2691744075592465,0.8002568879169272,0.11652370666953042,0.29221609997234144,0.9220370030444851,0.5108842970834403,0.09043231750531537,0.4384693204872745,0.14994015506225614,0.5108842970834403,0.09043231750531537,0.4384693204872745,0.14994015506225614,164.91917872428894
185,2025-08-03 23:07:59,4096,0.010129894309905053,6,0.5,50,32,32,0.01,0.01,0.01,0.005,0.0001,5e-05,1e-05,0.005,1.0,logistic_regression,0.09655722317744102,0.26882384509838353,0.8006821296814374,0.11647756670998813,0.29210650057475956,0.9221278555161254,0.5114651076298461,0.09078667611622962,0.43914134906504365,0.15046640876626402,0.5114651076298461,0.09078667611622962,0.43914134906504365,0.15046640876626402,158.24958443641663
