trial_number,timestamp,batch_size,gamma,G,beta,num_bins,embedding_k,embedding_k1,pred_lr,impu_lr,prop_lr,dis_lr,lamb_pred,lamb_imp,lamb_prop,dis_lamb,abc_model_name,mse,mae,auc,train_mse,train_mae,train_auc,ndcg_20,precision_20,recall_20,f1_20,ndcg,precision,recall,f1,training_time
53,2025-08-02 07:45:17,4096,0.010769456901877325,6,0.5,10,32,32,0.01,0.01,0.01,0.01,0.0005,5e-05,0.01,0.001,logistic_regression,0.24999980101514496,0.4999998010148559,0.6292038935855311,0.24999966443010133,0.4999996644287328,0.7476312384854633,0.4246836482729987,0.05687455705173636,0.2781863280975042,0.09444089053455074,0.4246836482729987,0.05687455705173636,0.2781863280975042,0.09444089053455074,43.66408920288086
54,2025-08-02 07:46:03,4096,0.016037704762829414,1,0.5,10,32,32,0.01,0.01,0.01,0.01,0.0005,5e-05,0.01,0.001,logistic_regression,0.12102791370362029,0.3181158325675303,0.7695384852271906,0.12696120109686426,0.3149159915071054,0.891761446667201,0.49576439365455854,0.0848334514528703,0.38773880469346683,0.1392092770430071,0.49576439365455854,0.0848334514528703,0.38773880469346683,0.1392092770430071,46.50126528739929
55,2025-08-02 07:46:47,4096,0.014331308800163922,8,0.5,10,32,32,0.01,0.01,0.01,0.01,0.01,5e-05,0.01,0.001,logistic_regression,0.2499999998855049,0.49999999988548627,0.5005149345387779,0.24999999724839592,0.49999999724836913,0.5100681613599265,0.2855355950589692,0.04971651311126861,0.1934601851595677,0.0791043377131631,0.2855355950589692,0.04971651311126861,0.1934601851595677,0.0791043377131631,43.14131045341492
56,2025-08-02 07:47:33,4096,0.010041746337038027,1,0.5,10,32,32,0.01,0.01,0.01,0.01,0.0005,5e-05,0.01,0.01,logistic_regression,0.12098692867103394,0.31775289431217385,0.7675119510455006,0.1263770718125073,0.31402647905986686,0.8932732822754308,0.4949863140927061,0.08348688873139617,0.38164291703943826,0.13700338853664118,0.4949863140927061,0.08348688873139617,0.38164291703943826,0.13700338853664118,46.79394030570984
57,2025-08-02 07:48:21,4096,0.010539976905027911,10,0.5,10,32,32,0.005,0.005,0.01,0.01,0.0005,5e-05,0.01,0.01,mlp,0.25000109594570813,0.5000009627267531,0.5136185669947763,0.2499646346754698,0.49996450999243414,0.7505434399223163,0.3095748075303924,0.06183557760453579,0.2736240739676902,0.10087474055970312,0.3095748075303924,0.06183557760453579,0.2736240739676902,0.10087474055970312,47.05487084388733
58,2025-08-02 07:49:13,4096,0.025078741759889143,12,0.5,10,32,32,0.01,0.01,0.01,0.01,5e-05,5e-05,0.01,0.01,logistic_regression,0.1744349542911745,0.4089662531577364,0.7220831938922864,0.16529077338409143,0.3916482073519066,0.8618718550560663,0.47443971349022823,0.07732104890148832,0.3375836765206019,0.12582321849450762,0.47443971349022823,0.07732104890148832,0.3375836765206019,0.12582321849450762,52.403313398361206
59,2025-08-02 07:50:10,4096,0.06909420618898725,1,0.5,10,32,32,0.01,0.01,0.01,0.005,0.0005,5e-05,0.01,0.01,logistic_regression,0.12140402652271312,0.3182689549177576,0.767895930401585,0.12126759893497281,0.3079434697243867,0.9061442584972296,0.49472587426615783,0.08564847625797306,0.3881593704676781,0.14033224166952513,0.49472587426615783,0.08564847625797306,0.3881593704676781,0.14033224166952513,56.577853202819824
60,2025-08-02 07:50:58,4096,0.07232537710121797,4,0.5,10,32,32,0.01,0.01,0.01,0.005,0.0005,5e-05,0.01,0.001,logistic_regression,0.24139232574423974,0.491214498629794,0.6467436267574372,0.24037881195961158,0.49004410418917826,0.7311146563431304,0.41209637423483525,0.05315379163713678,0.2605501982201933,0.08829489834355857,0.41209637423483525,0.05315379163713678,0.2605501982201933,0.08829489834355857,48.77517914772034
61,2025-08-02 07:51:44,4096,0.013695624523118496,1,0.5,10,32,32,0.01,0.01,0.01,0.005,0.0005,5e-05,0.01,0.01,logistic_regression,0.12119449799482424,0.3183570269394063,0.7676741139831631,0.12741382746901012,0.3155434916174699,0.8913304386877121,0.49285108302135816,0.08345145287030475,0.38226361747769294,0.13699558502212447,0.49285108302135816,0.08345145287030475,0.38226361747769294,0.13699558502212447,45.456584215164185
62,2025-08-02 07:52:30,4096,0.0635471205558013,1,0.5,10,32,32,0.01,0.01,0.01,0.005,0.0005,5e-05,0.01,0.01,logistic_regression,0.12145115284207328,0.31879627599897564,0.7690284924518598,0.12784112942697812,0.31626934702727105,0.8903061232553386,0.49182338237289686,0.0846917080085046,0.3862533892251531,0.13892260244221963,0.49182338237289686,0.0846917080085046,0.3862533892251531,0.13892260244221963,45.66873574256897
63,2025-08-02 07:53:15,4096,0.06309379991567496,1,0.5,10,32,32,0.01,0.01,0.01,0.005,0.0005,5e-05,0.01,0.01,logistic_regression,0.12079255522351628,0.3176730016237643,0.7687844086734487,0.12704861798081415,0.3148172347671634,0.8914627826806075,0.49327051235092845,0.08369950389794471,0.38249834527837234,0.13734478525865706,0.49327051235092845,0.08369950389794471,0.38249834527837234,0.13734478525865706,45.41581082344055
64,2025-08-02 07:54:04,4096,0.06436919706081425,1,0.5,10,32,32,0.01,0.01,0.01,0.005,0.0005,5e-05,0.01,0.01,logistic_regression,0.12147307440230364,0.31837497564352535,0.7665865404092721,0.12410612652280813,0.3113309221785611,0.8988332292419514,0.49125404190929384,0.08440822111977321,0.38595004975859415,0.13852145973908156,0.49125404190929384,0.08440822111977321,0.38595004975859415,0.13852145973908156,49.473392963409424
65,2025-08-02 07:54:55,4096,0.062452059388806554,6,0.1,15,32,32,0.01,0.01,0.01,0.005,0.0001,5e-05,0.01,0.001,logistic_regression,0.1490268504584865,0.36893084085642763,0.7402279214088702,0.15315662822603693,0.3636759128538116,0.8450237398907394,0.4780299835733541,0.07806520198440822,0.3433972729930697,0.1272112184057738,0.4780299835733541,0.07806520198440822,0.3433972729930697,0.1272112184057738,50.34723949432373
66,2025-08-02 07:55:41,4096,0.08091305923467018,1,1,10,32,32,0.01,0.01,0.01,0.005,0.0005,0.005,0.01,0.0001,logistic_regression,0.12992410492151246,0.33517464591306656,0.757428850314205,0.1420793628519396,0.3378551903619873,0.8540927978603503,0.4849146838797323,0.08139617292700213,0.3652557455351028,0.13312567839638068,0.4849146838797323,0.08139617292700213,0.3652557455351028,0.13312567839638068,46.03738856315613
67,2025-08-02 07:56:29,4096,0.01993999316667948,1,0.5,10,32,32,0.01,0.01,0.01,0.005,0.0005,5e-05,0.01,0.001,logistic_regression,0.12148294952559557,0.3183568950252969,0.7687905529688033,0.12578308529509227,0.3135329988413473,0.8948701054915345,0.49542530956650976,0.08518781006378455,0.38705319706388436,0.13964147009005856,0.49542530956650976,0.08518781006378455,0.38705319706388436,0.13964147009005856,47.85853099822998
68,2025-08-02 07:57:08,4096,0.0737675077710522,8,0.05,10,32,32,0.01,0.01,0.01,0.005,0.0005,5e-05,0.01,0.01,logistic_regression,0.24999943403438796,0.4999994198930984,0.5293956702458477,0.24998315344236705,0.4999831331755685,0.7573061744165459,0.327317326580252,0.06435152374202693,0.2937234998875595,0.10557315383246832,0.327317326580252,0.06435152374202693,0.2937234998875595,0.10557315383246832,39.319010496139526
69,2025-08-02 07:57:58,4096,0.022260996827641683,10,5,5,32,32,0.005,0.005,0.01,0.005,0.001,5e-05,5e-05,0.001,logistic_regression,0.24999982284123615,0.499999808677605,0.5089900727885983,0.24999282956953275,0.49999281852620703,0.7295961119547474,0.2831380131503763,0.05396881644223955,0.23123421979915232,0.08751265293643302,0.2831380131503763,0.05396881644223955,0.23123421979915232,0.08751265293643302,49.91986131668091
70,2025-08-02 07:58:40,4096,0.027013000782179716,12,0.01,10,32,32,0.01,0.01,0.01,0.005,0.0005,5e-05,0.01,0.001,logistic_regression,0.24999997366464813,0.4999999732518857,0.5045446994908537,0.24999760529375575,0.49999760420207184,0.706825953512767,0.29511846444105616,0.05783132530120483,0.25682034865547815,0.09440446281629163,0.29511846444105616,0.05783132530120483,0.25682034865547815,0.09440446281629163,42.26273250579834
71,2025-08-02 07:59:29,4096,0.019753870137905784,1,0.5,10,32,32,0.01,0.01,0.01,0.005,0.0005,5e-05,0.01,0.001,logistic_regression,0.12119081135427552,0.3180638233633325,0.7691814656608178,0.12565046388029327,0.3135267344368765,0.8955266618190021,0.4945215251030272,0.08440822111977321,0.3817968333764294,0.13825157502546706,0.4945215251030272,0.08440822111977321,0.3817968333764294,0.13825157502546706,48.8226375579834
72,2025-08-02 08:00:14,4096,0.01874123712983927,1,0.5,10,32,32,0.01,0.01,0.01,0.005,0.0005,5e-05,0.01,0.001,logistic_regression,0.12138041636061586,0.31872750642629566,0.7683387772951668,0.12768678132140737,0.31604944751324454,0.8907246984889201,0.4908368961592446,0.0832388377037562,0.3796306688445199,0.13653963021658508,0.4908368961592446,0.0832388377037562,0.3796306688445199,0.13653963021658508,44.89404058456421
73,2025-08-02 08:00:59,4096,0.06015605410757141,1,0.5,10,32,32,0.01,0.01,0.01,0.005,0.0005,5e-05,0.01,0.001,logistic_regression,0.1209790928609059,0.3178088041090412,0.7678642324967788,0.12795460609498777,0.3159463730988853,0.8895412696570513,0.4930167371711005,0.08419560595322466,0.3823608566186136,0.1380030354239977,0.4930167371711005,0.08419560595322466,0.3823608566186136,0.1380030354239977,45.19767785072327
74,2025-08-02 08:01:53,4096,0.014632756163308613,1,0.5,10,32,32,0.01,0.01,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10137444439242661,0.2687017337536302,0.776850181986982,0.10208184378639215,0.26567417170437563,0.9422185542182527,0.49417713457470475,0.0830970942593905,0.402487721740895,0.13775373137586258,0.49417713457470475,0.0830970942593905,0.402487721740895,0.13775373137586258,53.83447504043579
75,2025-08-02 08:02:39,4096,0.01453121957062734,1,10,10,32,32,0.01,0.01,0.01,0.005,0.005,0.001,0.0001,5e-05,logistic_regression,0.24999959764652022,0.49999959764103724,0.6244917819852178,0.2499989736328733,0.49999897359442325,0.7857645002155786,0.3622847493136166,0.058823529411764705,0.2914170108679055,0.09788802344919073,0.3622847493136166,0.058823529411764705,0.2914170108679055,0.09788802344919073,45.78931999206543
76,2025-08-02 08:03:30,4096,0.020089189458127973,1,0.5,20,32,32,0.01,0.01,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10204167333489413,0.27098771805574634,0.7763922078150074,0.10444879942682245,0.26939255819552943,0.9387504002581721,0.4920184483669086,0.08295535081502481,0.4093423756852317,0.13795367538999342,0.4920184483669086,0.08295535081502481,0.4093423756852317,0.13795367538999342,50.69878101348877
77,2025-08-02 08:04:34,4096,0.022325124616817533,4,0.5,20,32,32,0.01,0.01,0.01,0.005,5e-05,0.001,0.0001,5e-05,mlp,0.1481017078041548,0.3161624864858738,0.6682076613619105,0.041924135520420715,0.16210253453061707,0.9965401892882046,0.4565107790352571,0.07739192062367117,0.3601534062635428,0.12740606340461597,0.4565107790352571,0.07739192062367117,0.3601534062635428,0.12740606340461597,64.08551073074341
78,2025-08-02 08:05:28,4096,0.015139078045474937,1,100,20,32,32,0.01,0.01,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10097706273914415,0.2656696630570581,0.7795948561442905,0.09377371817960238,0.2527076805351549,0.953455341672552,0.5023076463641457,0.08855421686746989,0.41585244865963383,0.14601507252086393,0.5023076463641457,0.08855421686746989,0.41585244865963383,0.14601507252086393,53.974921226501465
79,2025-08-02 08:06:14,4096,0.015117697990328346,1,1,20,32,32,0.01,0.01,0.01,0.005,0.01,0.001,0.0001,5e-05,logistic_regression,0.25000000044332316,0.5000000004412595,0.514855232844,0.24999980281725975,0.4999998028099594,0.654093183672637,0.29118913516805206,0.05340184266477675,0.22647329751445594,0.08642490643431258,0.29118913516805206,0.05340184266477675,0.22647329751445594,0.08642490643431258,45.67575120925903
80,2025-08-02 08:07:05,4096,0.024106808739780453,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.1027237092552951,0.2710400825514148,0.7775955969039454,0.09892270425879872,0.26127747089367304,0.946428072055997,0.49701705726429757,0.08437278525868179,0.40728190027598177,0.13978716901421862,0.49701705726429757,0.08437278525868179,0.40728190027598177,0.13978716901421862,50.86076617240906
81,2025-08-02 08:08:00,4096,0.024625490907112975,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10348939863151861,0.27125198193241246,0.776099815240303,0.0928301600434333,0.2524358821266505,0.9547376996570809,0.49852293735806075,0.08632175761871014,0.4142839248598478,0.14287379388112104,0.49852293735806075,0.08632175761871014,0.4142839248598478,0.14287379388112104,55.86233735084534
82,2025-08-02 08:08:53,4096,0.023814304941591383,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10346786530556147,0.27124476604373654,0.7727470432303423,0.09463834824323465,0.2547106018998044,0.9519201716386467,0.4900665180225452,0.08284904323175053,0.40189311884303686,0.13737802478354563,0.4900665180225452,0.08284904323175053,0.40189311884303686,0.13737802478354563,52.838024377822876
83,2025-08-02 08:09:49,4096,0.027979751656796937,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10515192282632457,0.2755658930933064,0.774265573111871,0.09391611688593013,0.2552407168850565,0.9530372307241555,0.4976102572379693,0.08656980864635011,0.4067240376656404,0.1427547591595794,0.4976102572379693,0.08656980864635011,0.4067240376656404,0.1427547591595794,55.77596998214722
84,2025-08-02 08:10:40,4096,0.028428787143753194,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10499024315304716,0.27691311887185055,0.7712432131979644,0.10160363610880234,0.2663189772240089,0.9426293515232304,0.4893742477170161,0.08185683912119064,0.39368134787569903,0.13553279900226123,0.4893742477170161,0.08185683912119064,0.39368134787569903,0.13553279900226123,50.885016202926636
85,2025-08-02 08:11:25,4096,0.02689308422591538,6,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.24434362720058936,0.49428213846107066,0.677089838465693,0.2444995314542831,0.4944094221143878,0.7572703835060152,0.4208961518297419,0.05262225372076541,0.27608164967433296,0.08839589957255654,0.4208961518297419,0.05262225372076541,0.27608164967433296,0.08839589957255654,45.45646405220032
86,2025-08-02 08:12:42,4096,0.02926092041770218,1,100,20,32,32,0.005,0.005,0.01,0.005,0.0001,0.001,0.0001,5e-05,logistic_regression,0.14182422776435175,0.25162804060859334,0.6796639799703437,0.03170327990371103,0.10797808739803798,0.9939895638242295,0.43829649641753116,0.07551381998582565,0.36066735644326636,0.12488099579257272,0.43829649641753116,0.07551381998582565,0.36066735644326636,0.12488099579257272,76.98924708366394
87,2025-08-02 08:13:34,4096,0.023902535349720186,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10336584737610952,0.2718837730099273,0.7769879442900867,0.09565584589266375,0.2571286842129003,0.9514514160450771,0.49761750735309307,0.08454996456413892,0.4117988585987613,0.14029479784079632,0.49761750735309307,0.08454996456413892,0.4117988585987613,0.14029479784079632,51.97644281387329
88,2025-08-02 08:14:25,4096,0.02485855687902212,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10399416335483244,0.2739846005078788,0.7724310963619527,0.09774567797650352,0.2602954991528758,0.9485270495813378,0.4949665951448427,0.08430191353649893,0.4015083097078458,0.13934625987544272,0.4949665951448427,0.08430191353649893,0.4015083097078458,0.13934625987544272,50.930973291397095
89,2025-08-02 08:15:12,4096,0.024928746162199596,10,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,mlp,0.2499993722047228,0.49999937204901246,0.5875128944252002,0.24999718818116945,0.49999718770790924,0.778259047827864,0.39911636749697305,0.06520198440822111,0.33047647103367855,0.10891531452000348,0.39911636749697305,0.06520198440822111,0.33047647103367855,0.10891531452000348,46.63683032989502
90,2025-08-02 08:16:03,4096,0.022469900746298975,8,100,20,32,32,0.01,0.005,0.01,0.005,0.001,0.001,0.0001,5e-05,logistic_regression,0.25000000002850126,0.5000000000285012,0.5002152570830787,0.24999999732925804,0.4999999973292559,0.5142063593368559,0.28690734652559713,0.04950389794472005,0.1933571110150336,0.0788264096536004,0.28690734652559713,0.04950389794472005,0.1933571110150336,0.0788264096536004,50.422460079193115
91,2025-08-02 08:16:57,4096,0.023897262577490978,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.1026243854498645,0.27064351279721105,0.7782661218814608,0.09573477699963968,0.2571049414178407,0.9507070458312596,0.49560847289048415,0.08462083628632176,0.40579460835855913,0.14003914230167436,0.49560847289048415,0.08462083628632176,0.40579460835855913,0.14003914230167436,54.407779693603516
92,2025-08-02 08:17:52,4096,0.02375044717889485,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10308560007596133,0.2704254678147517,0.7774675137050542,0.09333436435580753,0.2528774376348662,0.9534665205413253,0.49584330465497106,0.08632175761871014,0.40914973577367675,0.14256531321064012,0.49584330465497106,0.08632175761871014,0.40914973577367675,0.14256531321064012,55.4277606010437
93,2025-08-02 08:18:44,4096,0.02417490441361112,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10319917465440695,0.27252689237977035,0.7745511152037772,0.09941051703574434,0.2622760551604744,0.9467472198749649,0.49566720540810066,0.08451452870304749,0.4016085358144888,0.1396426485592439,0.49566720540810066,0.08451452870304749,0.4016085358144888,0.1396426485592439,51.995948791503906
94,2025-08-02 08:19:42,4096,0.03153809250206827,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.1060577518388262,0.2786094728776101,0.7757700713896036,0.09411513242181344,0.2568180315112924,0.9534319927859543,0.49888428273487556,0.08692416725726436,0.40611943051087307,0.1431986682879646,0.49888428273487556,0.08692416725726436,0.40611943051087307,0.1431986682879646,57.305469036102295
95,2025-08-02 08:20:33,4096,0.032222228568941885,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10620858939082053,0.2795509541628923,0.7686911160467419,0.10075436989194111,0.2658796862004003,0.9438383467537386,0.4886718559804139,0.08270729978738485,0.3945989069198919,0.1367516685590182,0.4886718559804139,0.08270729978738485,0.3945989069198919,0.1367516685590182,51.593703508377075
96,2025-08-02 08:21:19,4096,0.020907895955619853,12,100,20,32,32,0.01,0.005,0.01,0.005,0.005,0.001,0.0001,5e-05,logistic_regression,0.2500000025851348,0.5000000023938457,0.5017109435043355,0.24999987710955365,0.49999987704162446,0.5960089332815552,0.27741293535330425,0.05077958894401134,0.20068933228611016,0.08105114341036976,0.27741293535330425,0.05077958894401134,0.20068933228611016,0.08105114341036976,45.65700697898865
97,2025-08-02 08:22:10,4096,0.012600636478891458,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10240820582054225,0.2688702541068178,0.7758215502861088,0.09571693083402623,0.25608834957305726,0.9511456647348966,0.49823803920526755,0.0854004252303331,0.4133200828741362,0.1415530753601726,0.49823803920526755,0.0854004252303331,0.4133200828741362,0.1415530753601726,51.39414191246033
98,2025-08-02 08:23:08,4096,0.012420436056099516,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10040051341804655,0.263981881893594,0.7840350042744162,0.0907717444457528,0.24828214973130402,0.9569852921443258,0.5104385571686144,0.09007795889440114,0.4269056220872181,0.14876598984109088,0.5104385571686144,0.09007795889440114,0.4269056220872181,0.14876598984109088,57.7951295375824
99,2025-08-02 08:24:20,4096,0.01239568672723493,4,100,20,32,32,0.005,0.005,0.01,0.005,5e-05,0.001,0.0001,5e-05,logistic_regression,0.14334825722120662,0.3094223550030639,0.6861567788283122,0.06198638042033783,0.19541693127632465,0.9834079758661756,0.4506217588011671,0.0746987951807229,0.3669807581480715,0.12413081059137207,0.4506217588011671,0.0746987951807229,0.3669807581480715,0.12413081059137207,72.06375765800476
100,2025-08-02 08:25:05,4096,0.01271962046639478,1,100,20,32,32,0.01,0.005,0.01,0.005,0.01,0.001,0.0001,5e-05,logistic_regression,0.25000000801283073,0.5000000080037454,0.5073664890072509,0.24999979110974258,0.4999997910975286,0.6595979219093699,0.28483834078558007,0.053649893692416725,0.21661209891182284,0.08599963292750658,0.28483834078558007,0.053649893692416725,0.21661209891182284,0.08599963292750658,44.86553406715393
101,2025-08-02 08:25:57,4096,0.019119778803657693,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10283873788008972,0.270438879924422,0.7758491945820705,0.09656548773925296,0.2575193096539331,0.9501817860396204,0.49325760700490157,0.08444365698086465,0.40869966369451,0.1399678055537631,0.49325760700490157,0.08444365698086465,0.40869966369451,0.1399678055537631,51.57261919975281
102,2025-08-02 08:26:50,4096,0.0185856327358233,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10333523123712429,0.2712254474657173,0.7709699302722908,0.09758285210338456,0.2588946587213738,0.9488251324436133,0.4942130135128837,0.0830970942593905,0.40394984604696005,0.13783911017659603,0.4942130135128837,0.0830970942593905,0.40394984604696005,0.13783911017659603,52.693035364151
103,2025-08-02 08:27:44,4096,0.0187393758700566,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10311609183805695,0.2695065159609562,0.775031021451571,0.09369350189798148,0.25310264010212324,0.9537023406871312,0.49255799751003626,0.08384124734231042,0.40183982672056523,0.13873611348383943,0.49255799751003626,0.08384124734231042,0.40183982672056523,0.13873611348383943,53.8983051776886
104,2025-08-02 08:28:38,4096,0.015767624189807778,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0001,5e-05,logistic_regression,0.10223218741457565,0.26823716240900525,0.7792602727414843,0.0926608315272885,0.2516761796039985,0.9548719475647613,0.5018155979009954,0.08703047484053864,0.4125626386899491,0.1437390603441963,0.5018155979009954,0.08703047484053864,0.4125626386899491,0.1437390603441963,54.2899284362793
105,2025-08-02 08:29:24,4096,0.015760985691630165,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.001,0.0005,5e-05,logistic_regression,0.11081297074933501,0.2853996547210874,0.7568038728781328,0.09038363918428594,0.25050865805800215,0.9567175471451665,0.4903784513322057,0.08235294117647059,0.3888882359691293,0.1359222902165529,0.4903784513322057,0.08235294117647059,0.3888882359691293,0.1359222902165529,46.28958249092102
106,2025-08-02 08:30:15,4096,0.02135929324438821,1,100,20,32,32,0.01,0.005,0.01,0.005,0.0005,0.01,0.005,5e-05,logistic_regression,0.1145126081424112,0.29233453471688525,0.7476305909076706,0.08293835751620146,0.23997313774169673,0.9660992887735289,0.49327735726041283,0.08369950389794473,0.3863098148712683,0.13758850543773515,0.49327735726041283,0.08369950389794473,0.3863098148712683,0.13758850543773515,50.39593052864075
107,2025-08-02 08:31:12,4096,0.01518671788396253,1,100,40,32,32,0.01,0.005,0.01,0.005,0.0005,0.0005,0.0001,5e-05,logistic_regression,0.10022155728023859,0.26330066206224095,0.782942306969919,0.09167234571086334,0.24975351135060844,0.956190060435488,0.506981277174077,0.08752657689581857,0.42420097719431105,0.14511182426240743,0.506981277174077,0.08752657689581857,0.42420097719431105,0.14511182426240743,56.990915060043335
108,2025-08-02 08:32:02,4096,0.014821828374618554,1,0.1,40,32,32,0.01,0.005,0.01,0.005,0.0005,0.0005,0.0001,5e-05,mlp,0.10083555436609175,0.2663250555160766,0.7763907218789284,0.09773694120358867,0.2590631765200593,0.9494584656817092,0.49495422890727664,0.08380581148121899,0.4138386865602122,0.13938499103676608,0.49495422890727664,0.08380581148121899,0.4138386865602122,0.13938499103676608,50.59796857833862
109,2025-08-02 08:32:51,4096,0.015698988952303494,6,0.1,40,32,32,0.01,0.005,0.01,0.005,0.0005,0.0005,0.0001,5e-05,mlp,0.23561271826305236,0.4851848170928871,0.6653501660172344,0.23603738518520495,0.48537891342815315,0.7424327902602577,0.4280681965277717,0.05598866052445074,0.29490162619799387,0.09411002619384742,0.4280681965277717,0.05598866052445074,0.29490162619799387,0.09411002619384742,49.12764024734497
110,2025-08-02 08:33:58,4096,0.014005502840010314,1,0.1,40,32,32,0.01,0.005,0.01,0.005,0.0001,0.0005,0.0001,5e-05,mlp,0.1389055667852024,0.2390980531167639,0.6910808295147797,0.018739937833126014,0.0820704058281972,0.9986167370913197,0.4570231843237016,0.08051027639971652,0.3772333499067128,0.13269943926143898,0.4570231843237016,0.08051027639971652,0.3772333499067128,0.13269943926143898,66.45293354988098
111,2025-08-02 08:34:50,4096,0.012106593238301617,1,0.1,40,32,32,0.01,0.005,0.01,0.005,0.0005,0.0005,0.0001,5e-05,mlp,0.10002388776095579,0.26432999452230926,0.7774036455551558,0.09739033450721984,0.2584903629303097,0.9490917121227906,0.4947828304900661,0.08380581148121899,0.41408134207780806,0.13939874786485643,0.4947828304900661,0.08380581148121899,0.41408134207780806,0.13939874786485643,51.60795831680298
112,2025-08-02 08:35:41,4096,0.012177671666162643,1,0.1,40,32,32,0.01,0.005,0.01,0.005,0.0005,0.0005,0.0001,5e-05,mlp,0.0999865461907491,0.2644435271745157,0.779964487196289,0.09573046358615485,0.2560521199847868,0.9508409733591274,0.5002910803072302,0.0854004252303331,0.4224719404991087,0.14208012012895516,0.5002910803072302,0.0854004252303331,0.4224719404991087,0.14208012012895516,51.78023076057434
113,2025-08-02 08:36:34,4096,0.012433954017292106,1,0.1,40,32,32,0.01,0.005,0.01,0.005,0.0005,0.0005,0.0001,0.0001,mlp,0.10064833983228251,0.26686785327071805,0.7806065091477168,0.09770283168716731,0.2598142885612867,0.9489346014970397,0.5005111634662385,0.0842310418143161,0.42041744756153226,0.14034402302014792,0.5005111634662385,0.0842310418143161,0.42041744756153226,0.14034402302014792,52.318498611450195
114,2025-08-02 08:37:27,4096,0.013454776300320605,1,0.1,40,32,32,0.01,0.005,0.01,0.005,0.0005,0.0005,0.0001,0.0001,mlp,0.10070643116318607,0.2661779365437542,0.7805453952837136,0.09378538200934862,0.2535315558541808,0.9529953238033106,0.5018134844422675,0.08745570517363573,0.4285427931654211,0.14526597381194203,0.5018134844422675,0.08745570517363573,0.4285427931654211,0.14526597381194203,53.0434308052063
115,2025-08-02 08:38:17,4096,0.012059119982887884,1,0.1,40,32,32,0.01,0.005,0.01,0.005,0.0005,0.0005,0.0001,0.0001,mlp,0.10097802129373544,0.26600660812023985,0.7777228074348009,0.09581432285641207,0.2559304058359812,0.9509170067127579,0.5038314490366879,0.08440822111977321,0.4201109719968312,0.14057272866111034,0.5038314490366879,0.08440822111977321,0.4201109719968312,0.14057272866111034,50.28694295883179
116,2025-08-02 08:39:05,4096,0.012024115840521668,1,0.1,40,32,32,0.01,0.005,0.01,0.005,0.0005,0.0005,5e-05,0.0001,mlp,0.1002097853803025,0.26520145838533427,0.7761251388742385,0.10151571606040816,0.26430885184577874,0.9440875247605574,0.4945295358441606,0.08171509567682496,0.4117561291103723,0.13636739001461673,0.4945295358441606,0.08171509567682496,0.4117561291103723,0.13636739001461673,47.80434441566467
117,2025-08-02 08:39:47,4096,0.012566664200429446,8,0.1,40,32,32,0.01,0.005,0.01,0.005,0.0005,0.0005,0.0001,0.0001,mlp,0.24986617462305308,0.4998660629469453,0.6352292699171558,0.24979939482268732,0.4997991744625849,0.7906566934937942,0.39386357069173505,0.06261516654854714,0.32194254336570727,0.10483984823188904,0.39386357069173505,0.06261516654854714,0.32194254336570727,0.10483984823188904,42.34207630157471
