trial_number,pareto_rank,auc,G,abc_model_name,batch_size,beta,dis_lamb,dis_lr,embedding_k,embedding_k1,gamma,impu_lr,lamb_imp,lamb_pred,lamb_prop,num_bins,pred_lr,prop_lr
281,1,0.7911422768045647,1,mlp,4096,0.05,0.005,0.005,16,16,0.015749734408068577,0.005,0.0001,0.0005,5e-05,15,0.01,0.005
