trial_number,timestamp,objective_value,epochs,prop_epochs,lr,prop_lr,batch_size,embedding_k,gamma,G,verbose,test_ratio,unbiased_test_ratio,seed,save_results,beta,bmse_weight,ece_weight,n_bins,ECE,BMSE,DR_Bias,DR_Variance,MSE,MAE
98,2025-07-30 10:07:03,,150,100,0.001,0.001,64,16,0.01,4,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.13464027643203735,0.18162982165813446,0.002820966998115182,1.044446344167227e-05,0.06198699027299881,0.18227174878120422
