trial_number,timestamp,batch_size,gamma,G,beta,num_bins,embedding_k,embedding_k1,pred_lr,impu_lr,prop_lr,dis_lr,lamb_pred,lamb_imp,lamb_prop,dis_lamb,dropout_rate,grad_clip_norm,abc_model_name,mse,mae,auc,train_mse,train_mae,train_auc,ndcg_20,precision_20,recall_20,f1_20,ndcg,precision,recall,f1,training_time
13,2025-08-03 18:50:04,4096,0.08402963468894904,6,50,50,64,16,0.01,0.005,0.005,0.01,0.001,5e-05,0.001,0.01,0.4,1.0,logistic_regression,0.2499909199990837,0.49998671909238646,0.5768045444685861,0.2497953786093912,0.49978566473775166,0.6093273533447574,0.46488977990003444,0.07321048901488307,0.3820589360418753,0.12287546670477385,0.46488977990003444,0.07321048901488307,0.3820589360418753,0.12287546670477385,102.24276089668274
14,2025-08-03 18:51:43,4096,0.04770702278350777,6,50,10,64,16,0.01,0.005,0.005,0.01,0.001,5e-05,0.001,0.01,0.4,1.0,logistic_regression,0.24998124439016364,0.49996817857071585,0.5775108279287073,0.24961626377627924,0.4995871348588409,0.6150583760927895,0.467075445189343,0.07402551381998583,0.3839706028951772,0.12412166886891947,0.467075445189343,0.07402551381998583,0.3839706028951772,0.12412166886891947,99.82846188545227
15,2025-08-03 18:53:34,4096,0.04503205144286795,6,50,10,16,16,0.01,0.005,0.005,0.01,0.001,5e-05,0.001,0.01,0.4,1.0,logistic_regression,0.24998263480739022,0.499967420177152,0.5715474714252401,0.24966646153629177,0.4996324841330352,0.6015695435309076,0.4641240946763758,0.07349397590361446,0.38596801195226527,0.12347625927602732,0.4641240946763758,0.07349397590361446,0.38596801195226527,0.12347625927602732,110.39580297470093
16,2025-08-03 18:55:03,4096,0.026199444661969894,6,1,10,64,32,0.01,0.005,0.005,0.01,1e-05,5e-05,0.001,0.01,0.1,1.0,logistic_regression,0.25116018162657666,0.5000692723036483,0.5445851550801254,0.22437053504573748,0.4729376615776921,0.9602444404755996,0.31829358764010307,0.06109142452161589,0.26956823028950583,0.09960880896439504,0.31829358764010307,0.06109142452161589,0.26956823028950583,0.09960880896439504,88.90431261062622
18,2025-08-03 18:57:24,4096,0.029564049315533664,2,5,50,64,16,0.01,0.005,0.005,0.01,0.01,0.0005,0.0001,5e-05,0.4,1.0,logistic_regression,0.24999423959612813,0.4999879983541421,0.5183516985121275,0.2499170523706778,0.49990419552896276,0.5488733675664109,0.43531765177843446,0.059532246633593196,0.3555809016308709,0.10198920473893641,0.43531765177843446,0.059532246633593196,0.3555809016308709,0.10198920473893641,81.81321477890015
19,2025-08-03 18:59:04,4096,0.05925010887758845,4,50,50,16,16,0.01,0.005,0.005,0.01,0.0001,5e-05,0.001,0.0005,0.4,0.5,logistic_regression,0.24998711653639416,0.4994721051609662,0.5810420129308125,0.24310761376745638,0.4922655423941506,0.7294128704424987,0.4447578826106561,0.0745570517363572,0.3723716124368253,0.12423875127796746,0.4447578826106561,0.0745570517363572,0.3723716124368253,0.12423875127796746,100.09979796409607
20,2025-08-03 19:01:28,4096,0.03330927165671276,12,100,50,64,32,0.01,0.005,0.005,0.01,0.001,5e-05,0.001,0.0001,0.4,1.0,logistic_regression,0.24997920341035618,0.49997445642014227,0.5765012911646262,0.24966928477405054,0.4996583292647432,0.6363121501986571,0.4565070510635853,0.07313961729270022,0.3750281055503106,0.1224069057894398,0.4565070510635853,0.07313961729270022,0.3750281055503106,0.1224069057894398,144.33143043518066
21,2025-08-03 19:03:11,4096,0.05626180986171619,4,50,50,16,16,0.01,0.005,0.005,0.01,0.0001,5e-05,0.001,0.0005,0.4,0.5,logistic_regression,0.2500121324181098,0.49944846912136087,0.5803512795323562,0.24280671178686722,0.4918907294115644,0.7297535936375251,0.44414986726651345,0.07473423104181431,0.37271015230060167,0.12450354801904827,0.44414986726651345,0.07473423104181431,0.37271015230060167,0.12450354801904827,103.08434295654297
22,2025-08-03 19:04:45,4096,0.05251159652261691,8,5,10,64,16,0.01,0.005,0.005,0.01,0.0005,5e-05,0.001,0.0001,0.4,0.5,logistic_regression,0.24996018625778674,0.4999441326254393,0.5898138676047711,0.2493974466862933,0.49936238426112506,0.6381371739982573,0.46264397909397675,0.07558469170800851,0.38647574262619366,0.12644081894229486,0.46264397909397675,0.07558469170800851,0.38647574262619366,0.12644081894229486,93.97083711624146
25,2025-08-03 19:09:01,4096,0.02372910801460218,8,0.01,50,64,16,0.01,0.005,0.005,0.01,0.0005,0.005,0.0005,0.0001,0.2,0.5,logistic_regression,0.24992241412815203,0.49989110769181405,0.5758939947418026,0.2468362410800262,0.49678414892373696,0.82171952826464,0.40401137156911227,0.07292700212615166,0.34203265256434623,0.12022092123330728,0.40401137156911227,0.07292700212615166,0.34203265256434623,0.12022092123330728,101.41429591178894
26,2025-08-03 19:11:31,4096,0.048763578436472096,8,1,50,64,16,0.01,0.005,0.005,0.01,5e-05,0.0005,5e-05,1e-05,0.4,0.5,logistic_regression,0.25024086913893917,0.4998199883194269,0.5771989532530426,0.24483526749704915,0.4942428468865511,0.7134376265897776,0.43027623719940383,0.07069454287739192,0.35690496609600525,0.11801338822584055,0.43027623719940383,0.07069454287739192,0.35690496609600525,0.11801338822584055,149.5212435722351
0,2025-08-03 19:21:14,4096,0.0987649145975439,1,0.01,40,32,64,0.01,0.005,0.01,0.01,0.0005,0.005,0.0005,0.005,0.2,0.5,logistic_regression,0.25009692726373095,0.4998703275874407,0.5440160307213343,0.23348385726086998,0.48289648457360096,0.9622031912697475,0.3715984305882253,0.068781006378455,0.3155409859033721,0.1129429332691876,0.3715984305882253,0.068781006378455,0.3155409859033721,0.1129429332691876,102.17221975326538
1,2025-08-03 19:22:51,4096,0.08345863109537667,8,5,50,64,16,0.01,0.005,0.005,0.01,0.0005,5e-05,0.001,0.0001,0.4,0.5,logistic_regression,0.24998002629326904,0.4999743876762849,0.5884920186695146,0.2496730013594043,0.49966033567208773,0.6304981842076436,0.45992396079469444,0.07342310418143161,0.3822580059880237,0.12318513439105598,0.45992396079469444,0.07342310418143161,0.3822580059880237,0.12318513439105598,96.41836524009705
2,2025-08-03 19:25:19,4096,0.07364288404994689,4,0.5,5,64,64,0.01,0.005,0.01,0.005,0.0001,0.001,1e-05,0.005,0.1,2.0,logistic_regression,0.2506566656097989,0.5000518866364754,0.5436908507618536,0.21771432164021706,0.46613960889184197,0.990567237166609,0.32402842802873877,0.06367824238128986,0.27212443243690765,0.10320588170400898,0.32402842802873877,0.06367824238128986,0.27212443243690765,0.10320588170400898,147.88878321647644
3,2025-08-03 19:26:56,4096,0.06360275502006713,1,10,15,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,5e-05,0.3,0.5,logistic_regression,0.24925973257750045,0.4980474726852663,0.577929604051603,0.22774818110618278,0.4761216355205888,0.898374407214196,0.3773025023245104,0.06367824238128986,0.3267066606589693,0.10658253310004769,0.3773025023245104,0.06367824238128986,0.3267066606589693,0.10658253310004769,97.1832275390625
5,2025-08-03 19:29:51,4096,0.06529387861066029,8,10,30,32,16,0.01,0.01,0.01,0.005,0.001,0.001,0.01,0.0001,0.1,2.0,logistic_regression,0.2499555659773187,0.49995058316028035,0.5758096169572405,0.24858896093752367,0.49858061356266836,0.841895552550709,0.39627361494146246,0.07317505315379164,0.337296472434072,0.12026016793053475,0.39627361494146246,0.07317505315379164,0.337296472434072,0.12026016793053475,88.03142213821411
6,2025-08-03 19:31:13,4096,0.07512436148805442,10,5,30,32,64,0.01,0.005,0.005,0.005,0.01,0.0005,0.005,0.001,0.3,2.0,logistic_regression,0.2499999075979612,0.4999998609536263,0.5383063317918377,0.24998425992954945,0.4999841396702648,0.578454589480643,0.4504080596685689,0.06895818568391213,0.3665668061776888,0.11607959294327864,0.4504080596685689,0.06895818568391213,0.3665668061776888,0.11607959294327864,81.78838348388672
0,2025-08-03 19:37:20,4096,0.0987649145975439,1,0.01,40,32,64,0.01,0.005,0.01,0.01,0.0005,0.005,0.0005,0.005,0.2,0.5,logistic_regression,0.056077078508759017,0.18667757653663963,0.8021956388180285,0.18447856549097072,0.32100834246259874,0.9644957944652506,0.5473475664052154,0.09553508150248052,0.4626033169573706,0.15836518580622017,0.5473475664052154,0.09553508150248052,0.4626033169573706,0.15836518580622017,106.04700517654419
1,2025-08-03 19:39:17,4096,0.08345863109537667,8,5,50,64,16,0.01,0.005,0.005,0.01,0.0005,5e-05,0.001,0.0001,0.4,0.5,logistic_regression,0.0914665041851196,0.2868142472834789,0.8258975326479748,0.17914051865146507,0.3794434216063308,0.8083036445288762,0.5850121841197388,0.10566973777462792,0.5106363965358379,0.17510393330902987,0.5850121841197388,0.10566973777462792,0.5106363965358379,0.17510393330902987,117.00176882743835
2,2025-08-03 19:41:02,4096,0.07364288404994689,4,0.5,5,64,64,0.01,0.005,0.01,0.005,0.0001,0.001,1e-05,0.005,0.1,2.0,logistic_regression,0.044110216604890014,0.08657243643890895,0.8124820688786986,0.21155276921112928,0.2692749364269554,0.9213534563654417,0.5819555594456046,0.1083982990786676,0.5149731729482505,0.17909775638986697,0.5819555594456046,0.1083982990786676,0.5149731729482505,0.17909775638986697,105.02802634239197
3,2025-08-03 19:43:08,4096,0.06360275502006713,1,10,15,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,5e-05,0.3,0.5,logistic_regression,0.05011204467409406,0.1329668193891612,0.8383311387939067,0.13471319588396632,0.24767726962048955,0.8852106796673973,0.5911064996919341,0.11038270729978739,0.5267842337382427,0.18252004659294024,0.5911064996919341,0.11038270729978739,0.5267842337382427,0.18252004659294024,126.27421951293945
5,2025-08-03 19:46:05,4096,0.06529387861066029,8,10,30,32,16,0.01,0.01,0.01,0.005,0.001,0.001,0.01,0.0001,0.1,2.0,logistic_regression,0.08812672783608655,0.27846703193435735,0.7927578718404585,0.18550194235319645,0.37861227356087607,0.8152478051777217,0.5608013384755014,0.09851169383416017,0.47781591590717515,0.16334617471497645,0.5608013384755014,0.09851169383416017,0.47781591590717515,0.16334617471497645,95.00067019462585
6,2025-08-03 19:47:27,4096,0.07512436148805442,10,5,30,32,64,0.01,0.005,0.005,0.005,0.01,0.0005,0.005,0.001,0.3,2.0,logistic_regression,0.1724967541898339,0.4132387186920715,0.6050889985734271,0.2127740125755007,0.45355085138843887,0.6192148665604821,0.39427101195348474,0.06931254429482638,0.33289362892254576,0.11473570490271554,0.39427101195348474,0.06931254429482638,0.33289362892254576,0.11473570490271554,82.72419738769531
9,2025-08-03 19:52:25,4096,0.06572990587825273,10,0.05,50,64,32,0.005,0.01,0.005,0.005,1e-05,0.0001,0.0005,1e-05,0.2,2.0,logistic_regression,0.04497159947440639,0.12483611550753018,0.8252001299595513,0.16369358690802305,0.2746943980040181,0.8059612571770604,0.5807649997850519,0.10786676116229624,0.5146822605085044,0.17835417464714487,0.5807649997850519,0.10786676116229624,0.5146822605085044,0.17835417464714487,171.18142366409302
11,2025-08-03 19:55:21,4096,0.05411920440290037,2,10,15,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,5e-05,0.3,0.5,logistic_regression,0.04894756596823504,0.13824644293280297,0.8419677362098503,0.13997673484347709,0.26045700626641966,0.8769016372217732,0.5905661910276225,0.11002834868887314,0.5247859978006039,0.18191566423270875,0.5905661910276225,0.11002834868887314,0.5247859978006039,0.18191566423270875,114.99327516555786
12,2025-08-03 19:57:15,4096,0.048907951682691214,2,10,15,32,32,0.005,0.01,0.01,0.01,5e-05,0.01,0.0001,5e-05,0.3,0.5,logistic_regression,0.050800477369416924,0.145512413381456,0.8388586631371171,0.13836116364564915,0.2619935603849447,0.8780319236360763,0.5894971255145954,0.1098157335223246,0.5210830467810801,0.18140189455047925,0.5894971255145954,0.1098157335223246,0.5210830467810801,0.18140189455047925,114.1034984588623
13,2025-08-03 19:59:10,4096,0.033143865277372786,2,50,50,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.0005,0.3,0.5,logistic_regression,0.04850641276641177,0.13850850195616865,0.8415335935411055,0.14163232789762265,0.26250617306990737,0.8778004795189092,0.5900853420005651,0.11020552799433027,0.5243255152569096,0.18213000250929512,0.5900853420005651,0.11020552799433027,0.5243255152569096,0.18213000250929512,115.0219407081604
14,2025-08-03 20:01:04,4096,0.029318434543335707,6,0.1,10,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.01,0.3,1.0,logistic_regression,0.04442756805065284,0.1286933067141425,0.8445453745812711,0.1590957440276731,0.27498647264570925,0.8495253231834592,0.5947026467239918,0.11272147413182142,0.5358192782174815,0.18625919401404903,0.5947026467239918,0.11272147413182142,0.5358192782174815,0.18625919401404903,114.06078839302063
16,2025-08-03 20:04:05,4096,0.025233383026673675,6,0.1,10,32,32,0.005,0.01,0.01,0.01,1e-05,1e-05,0.0001,0.01,0.1,1.0,logistic_regression,0.04334884133605149,0.07438431673300386,0.8282988254839112,0.20410207682716588,0.2577753672301269,0.8332415979136132,0.5679542794356037,0.10910701630049609,0.5167491897972405,0.1801722559436311,0.5679542794356037,0.10910701630049609,0.5167491897972405,0.1801722559436311,120.32316946983337
17,2025-08-03 20:05:56,4096,0.03361602622618616,6,0.1,50,16,32,0.005,0.01,0.01,0.01,0.01,0.0005,0.005,0.01,0.3,1.0,logistic_regression,0.14397164049604474,0.37474404444070586,0.7405663958115701,0.20181273312247688,0.43281877810472297,0.7297180355094507,0.522222223923005,0.08486888731396174,0.42428480433503707,0.1414448322333297,0.522222223923005,0.08486888731396174,0.42428480433503707,0.1414448322333297,111.08674573898315
19,2025-08-03 20:08:51,4096,0.050771809322258214,4,1,50,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.0005,0.2,1.0,logistic_regression,0.042260442221181645,0.11290796948196544,0.8405253452593774,0.16685697300012783,0.2677695280161168,0.851421107091008,0.5898093472899477,0.11141034727143868,0.5271984864218279,0.18394786715851846,0.5898093472899477,0.11141034727143868,0.5271984864218279,0.18394786715851846,115.56433415412903
20,2025-08-03 20:10:41,4096,0.03467128629584755,4,1,50,64,32,0.005,0.01,0.01,0.01,5e-05,0.01,0.0001,0.0005,0.2,1.0,logistic_regression,0.04330095843211173,0.11978849387085727,0.8390629038509443,0.16842541294553787,0.2738576120851615,0.8545478795641681,0.5816373910272072,0.1099574769666903,0.5229761466964313,0.18170985220121075,0.5816373910272072,0.1099574769666903,0.5229761466964313,0.18170985220121075,110.41121053695679
21,2025-08-03 20:12:35,4096,0.019546201233434125,6,0.1,50,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.01,0.3,1.0,logistic_regression,0.04430974511874613,0.12782705573980016,0.8445551535738399,0.15927109453432947,0.27475883183827493,0.8494805894082611,0.5946910052337491,0.11272147413182142,0.5352582871178654,0.1862252705202949,0.5946910052337491,0.11272147413182142,0.5352582871178654,0.1862252705202949,113.68669772148132
22,2025-08-03 20:14:25,4096,0.01986773686738265,6,0.1,10,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.01,0.1,1.0,logistic_regression,0.04303160651829629,0.09824004595376921,0.8251356415726552,0.20301597998264562,0.2767607451951194,0.835958665521289,0.5853030463562404,0.11063075832742737,0.5223624752945147,0.1825907567224933,0.5853030463562404,0.11063075832742737,0.5223624752945147,0.1825907567224933,110.4243700504303
24,2025-08-03 20:17:30,4096,0.03990260970564557,6,50,50,32,32,0.005,0.01,0.01,0.01,0.005,0.001,0.005,0.01,0.3,1.0,logistic_regression,0.10803774422465325,0.31721139224287737,0.7991026446732145,0.19094911490694824,0.4010952609066566,0.822061212471132,0.557762116542662,0.09585400425230334,0.4637357936203156,0.15886970385312665,0.557762116542662,0.09585400425230334,0.4637357936203156,0.15886970385312665,117.83593773841858
25,2025-08-03 20:19:08,4096,0.053695776696940895,6,0.01,50,32,32,0.005,0.01,0.01,0.01,1e-05,0.005,0.001,0.01,0.3,1.0,logistic_regression,0.06016126663722766,0.18795310863236872,0.8309898193292522,0.1428858231995571,0.2945254414177038,0.8472551097826801,0.5810582321788953,0.1054925584691708,0.5071953372373241,0.17465771445378997,0.5810582321788953,0.1054925584691708,0.5071953372373241,0.17465771445378997,97.72452759742737
27,2025-08-03 20:22:00,4096,0.03032609348939245,4,0.1,50,64,64,0.005,0.01,0.01,0.01,0.01,1e-05,0.0005,1e-05,0.2,1.0,logistic_regression,0.13178747396979348,0.3565525069107421,0.7352147633403577,0.1976252916288079,0.4226385016964674,0.8026163455949947,0.5269242670726666,0.09011339475549256,0.4438459436942189,0.14981090077332979,0.5269242670726666,0.09011339475549256,0.4438459436942189,0.14981090077332979,90.40814971923828
28,2025-08-03 20:24:05,4096,0.046783321139623385,8,0.1,50,32,32,0.005,0.01,0.01,0.01,0.001,5e-05,0.01,0.0001,0.1,1.0,logistic_regression,0.06961040570685517,0.2316764804037028,0.8090443584704594,0.18995763693407258,0.3548757648116738,0.8562140771351536,0.5778446152840648,0.10442948263642807,0.5019549420862971,0.1728899779470399,0.5778446152840648,0.10442948263642807,0.5019549420862971,0.1728899779470399,124.78247261047363
29,2025-08-03 20:25:43,4096,0.08778687245520239,12,0.01,50,32,64,0.01,0.005,0.01,0.01,0.0005,0.005,0.0005,0.005,0.4,1.0,logistic_regression,0.1456599432466935,0.3774721039322472,0.7815947960192436,0.1914487541518871,0.4241724983779532,0.8346472756356925,0.5441680753619278,0.0852586817859674,0.4313541716826684,0.14237620227068135,0.5441680753619278,0.0852586817859674,0.4313541716826684,0.14237620227068135,98.53194236755371
31,2025-08-03 20:28:44,4096,0.05237553381023064,2,0.1,10,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.01,0.3,0.5,logistic_regression,0.04892026550612983,0.13816957700703894,0.8421788878040858,0.14008087669157587,0.26054298460146097,0.876780943101406,0.5898961993276257,0.10988660524450743,0.5229290515988042,0.1816102292745597,0.5898961993276257,0.10988660524450743,0.5229290515988042,0.1816102292745597,114.53860378265381
32,2025-08-03 20:30:35,4096,0.02663367413628053,6,5,10,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.01,0.3,1.0,logistic_regression,0.04449452120454647,0.128975926072434,0.8445245273394522,0.15861616268186152,0.27478571972866855,0.8504893566617925,0.5950070501271834,0.11265060240963856,0.5361491203319362,0.18618232798119586,0.5950070501271834,0.11265060240963856,0.5361491203319362,0.18618232798119586,110.15930128097534
33,2025-08-03 20:32:32,4096,0.027200934676791192,6,5,50,64,32,0.005,0.01,0.01,0.01,5e-05,5e-05,0.001,0.01,0.3,1.0,logistic_regression,0.04901630294774604,0.1420763084626706,0.8405568844268746,0.14511257170300967,0.26913738491120304,0.8535124830981988,0.5926616758308023,0.11158752657689583,0.5270288494438924,0.18417894671149743,0.5926616758308023,0.11158752657689583,0.5270288494438924,0.18417894671149743,117.42306661605835
34,2025-08-03 20:34:28,4096,0.02684440328074019,6,5,50,64,16,0.005,0.01,0.01,0.01,0.0005,5e-05,0.001,0.01,0.3,1.0,logistic_regression,0.07356085433281903,0.24629821393445417,0.8307462737090354,0.16844208407293568,0.3511331022193429,0.8281718648216423,0.5867888309254663,0.10694542877391922,0.5132133434521968,0.17700570733192802,0.5867888309254663,0.10694542877391922,0.5132133434521968,0.17700570733192802,115.67011499404907
35,2025-08-03 20:36:47,4096,0.037561341319051214,6,5,50,32,32,0.01,0.005,0.01,0.01,0.0001,0.001,5e-05,0.0001,0.3,2.0,logistic_regression,0.04605860742971612,0.1389643996203422,0.8401590624031083,0.15722244239555438,0.27775571380005953,0.868706616012723,0.5924951914961945,0.1115520907158044,0.5267268334891714,0.18411223458465056,0.5924951914961945,0.1115520907158044,0.5267268334891714,0.18411223458465056,139.11045265197754
36,2025-08-03 20:38:48,4096,0.01494762477348271,8,5,50,64,64,0.005,0.01,0.01,0.01,5e-05,0.0001,1e-05,0.005,0.4,1.0,logistic_regression,0.04165065701532119,0.10771482792548925,0.8437501982280543,0.17470437111545228,0.2694032493516371,0.8667586981129827,0.5967389560651463,0.11318214032600991,0.5326659074590973,0.18669489732661282,0.5967389560651463,0.11318214032600991,0.5326659074590973,0.18669489732661282,120.6559510231018
38,2025-08-03 20:42:22,4096,0.011468308518916906,8,0.5,5,64,64,0.01,0.01,0.005,0.005,0.01,0.001,1e-05,0.005,0.4,0.5,logistic_regression,0.10729941759431254,0.31550413168868224,0.7300664160618047,0.19298900922401266,0.40159367020920855,0.7219968240502814,0.46801942019184417,0.07888022678951098,0.3991295921352519,0.13172713822846838,0.46801942019184417,0.07888022678951098,0.3991295921352519,0.13172713822846838,129.38919138908386
40,2025-08-03 20:45:49,4096,0.08040949229091664,8,5,25,64,64,0.005,0.01,0.01,0.01,0.005,1e-05,1e-05,0.005,0.4,0.5,logistic_regression,0.15061245386259134,0.3841356768916965,0.6977648092648422,0.20417907870969504,0.43774081710866114,0.712582602614678,0.4972627635637342,0.07693125442948265,0.38982736085577085,0.12850285736339803,0.4972627635637342,0.07693125442948265,0.38982736085577085,0.12850285736339803,124.44852566719055
41,2025-08-03 20:47:57,4096,0.02071895398061921,8,5,50,64,64,0.005,0.01,0.01,0.01,5e-05,5e-05,1e-05,0.005,0.4,1.0,logistic_regression,0.041312429913244665,0.1021663747105298,0.8434762246015041,0.17219607058677217,0.26338036601475967,0.8676794950974476,0.5982509419094869,0.11424521615875265,0.5377427573783563,0.1884529778094054,0.5982509419094869,0.11424521615875265,0.5377427573783563,0.1884529778094054,127.77246832847595
42,2025-08-03 20:49:42,4096,0.020854688131072677,8,5,50,64,64,0.01,0.01,0.01,0.005,1e-05,5e-05,1e-05,0.005,0.4,2.0,logistic_regression,0.04446349674449491,0.12083644838680022,0.843207291852428,0.14925558702252156,0.25930884078684,0.8780488338930239,0.5888564841606687,0.11052445074415307,0.5225201247687508,0.18245555534866223,0.5888564841606687,0.11052445074415307,0.5225201247687508,0.18245555534866223,104.84369564056396
43,2025-08-03 20:51:53,4096,0.023357812220635724,8,0.05,50,64,64,0.005,0.01,0.01,0.01,5e-05,5e-05,1e-05,0.001,0.4,1.0,logistic_regression,0.04133520968619265,0.10190505701256168,0.8434906681479752,0.17295720885303484,0.2636171000463551,0.8677874932959195,0.5990470104697723,0.11435152374202695,0.5390455247645448,0.18867754993394725,0.5990470104697723,0.11435152374202695,0.5390455247645448,0.18867754993394725,130.49791312217712
45,2025-08-03 20:55:17,4096,0.07030483039872226,1,0.05,50,64,64,0.01,0.01,0.01,0.005,0.005,5e-05,1e-05,0.001,0.4,0.5,logistic_regression,0.1315759239311867,0.3565062550037096,0.7949414916889047,0.19594121312047014,0.4218355660677737,0.7837979672057391,0.5526864192823782,0.0980864635010631,0.4785208395575655,0.16280202007427158,0.5526864192823782,0.0980864635010631,0.4785208395575655,0.16280202007427158,119.99328827857971
46,2025-08-03 20:59:41,4096,0.023696727510397447,10,0.05,50,64,64,0.005,0.01,0.01,0.01,0.0001,5e-05,0.01,0.001,0.4,1.0,logistic_regression,0.04304563457709949,0.12418362832841576,0.8413831043774527,0.1750129605304116,0.28094997803387195,0.8484047616113934,0.5997540597862832,0.11523742026931257,0.5374214686194492,0.18978080187185217,0.5997540597862832,0.11523742026931257,0.5374214686194492,0.18978080187185217,263.98883056640625
48,2025-08-03 21:03:00,4096,0.023907592250256994,10,0.05,50,16,64,0.005,0.01,0.01,0.01,0.0001,5e-05,0.01,0.001,0.1,0.5,logistic_regression,0.04539108690118296,0.08819494642678077,0.8061202352696919,0.22622770208427992,0.2776766747312838,0.8594568317715385,0.5878627249284409,0.1105598866052445,0.519815523521825,0.18233815727245442,0.5878627249284409,0.1105598866052445,0.519815523521825,0.18233815727245442,138.49597787857056
49,2025-08-03 21:05:07,4096,0.01561740781303738,10,0.05,50,64,64,0.01,0.005,0.01,0.005,0.0001,5e-05,0.01,0.001,0.4,2.0,logistic_regression,0.04714404536836115,0.15341639687810935,0.8396655132643436,0.16698334467670362,0.295247722815476,0.853283699470793,0.5978129002284792,0.11385542168674699,0.5368193347811975,0.1878658765337343,0.5978129002284792,0.11385542168674699,0.5368193347811975,0.1878658765337343,126.89888262748718
51,2025-08-03 21:10:22,4096,0.027671382337683174,10,0.05,50,16,64,0.005,0.01,0.01,0.01,0.0001,5e-05,0.01,0.001,0.4,1.0,logistic_regression,0.04304808928592971,0.12425711802410394,0.8413601873559889,0.17491499330224414,0.2809829492765788,0.8482963253621528,0.5997383389975508,0.11513111268603829,0.537699396941735,0.18965391153612246,0.5997383389975508,0.11513111268603829,0.537699396941735,0.18965391153612246,259.70233511924744
52,2025-08-03 21:12:58,4096,0.03142190114433605,10,0.5,50,64,64,0.005,0.01,0.01,0.01,0.0001,5e-05,0.01,0.001,0.1,1.0,logistic_regression,0.04634704575460662,0.07705180565304783,0.7985727199121593,0.2366933007098123,0.2729877349325432,0.8758369042155735,0.5784671895859761,0.10818568391211905,0.5086383077807549,0.17842166949486246,0.5784671895859761,0.10818568391211905,0.5086383077807549,0.17842166949486246,155.94602060317993
53,2025-08-03 21:16:09,4096,0.029764560992594974,10,10,50,64,16,0.005,0.01,0.005,0.01,0.0001,5e-05,0.01,5e-05,0.4,1.0,logistic_regression,0.058707016065214,0.19209076274302891,0.8394199172226902,0.15083344960948547,0.30676220334951987,0.8299893695175522,0.5941858084349888,0.11130403968816444,0.5287281905289921,0.1838956875122468,0.5941858084349888,0.11130403968816444,0.5287281905289921,0.1838956875122468,190.04746389389038
54,2025-08-03 21:18:45,4096,0.04329605414400435,10,100,50,16,64,0.005,0.01,0.01,0.01,0.0001,0.0005,5e-05,1e-05,0.2,0.5,logistic_regression,0.044246796066692476,0.08160264967587004,0.8311535409898573,0.2206343117427135,0.27116032618878344,0.8641894823016378,0.595355707333597,0.11328844790928422,0.5299265083587908,0.18667026023857855,0.595355707333597,0.11328844790928422,0.5299265083587908,0.18667026023857855,156.6640419960022
56,2025-08-03 21:21:19,4096,0.02329479200702942,10,50,50,64,64,0.005,0.01,0.005,0.01,0.0001,1e-05,0.01,0.001,0.1,2.0,logistic_regression,0.1630047405941054,0.40090418160361224,0.725830793598334,0.199594070964949,0.4371349031419046,0.8110439528861648,0.45556982278219676,0.06243798724309,0.337865584122721,0.1053982454333673,0.45556982278219676,0.06243798724309,0.337865584122721,0.1053982454333673,96.7033200263977
57,2025-08-03 21:23:13,4096,0.08474505541183834,2,0.05,50,16,16,0.005,0.01,0.01,0.01,0.01,0.005,0.01,0.0001,0.4,1.0,logistic_regression,0.12495756538219198,0.346007774896085,0.7971139054576569,0.1950186174664924,0.41677983505490573,0.7849073987306407,0.5597432175703662,0.09603118355776046,0.46820855451158133,0.15937417593260586,0.5597432175703662,0.09603118355776046,0.46820855451158133,0.15937417593260586,113.87828326225281
59,2025-08-03 21:26:22,4096,0.01440390341875565,4,0.05,50,64,16,0.005,0.01,0.01,0.01,0.001,5e-05,0.005,0.001,0.4,0.5,logistic_regression,0.08951599392519613,0.28293919930017275,0.8274174803246886,0.17484189693627467,0.3741488893812284,0.8233780702489831,0.5816909532971146,0.10549255846917081,0.5015218148052442,0.174318176640569,0.5816909532971146,0.10549255846917081,0.5015218148052442,0.174318176640569,129.65004205703735
60,2025-08-03 21:27:42,4096,0.01821430092847985,1,100,50,16,64,0.01,0.01,0.005,0.01,0.0001,5e-05,0.01,1e-05,0.1,1.0,logistic_regression,0.15275050469010185,0.38417663871346225,0.7745084380974795,0.17314608767536127,0.4053677823244078,0.9184320732027589,0.5119083565688479,0.08182140326009923,0.42502757529248614,0.13722569880274768,0.5119083565688479,0.08182140326009923,0.42502757529248614,0.13722569880274768,79.90567088127136
