trial_number,timestamp,batch_size,gamma,G,beta,num_bins,embedding_k,embedding_k1,pred_lr,impu_lr,prop_lr,dis_lr,lamb_pred,lamb_imp,lamb_prop,dis_lamb,dropout_rate,grad_clip_norm,abc_model_name,mse,mae,auc,train_mse,train_mae,train_auc,ndcg_20,precision_20,recall_20,f1_20,ndcg,precision,recall,f1,training_time
142,2025-08-04 00:03:22,4096,0.047883417261048035,8,50,20,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.044069660063611474,0.1303939408819606,0.8444478332149787,0.16444554414278287,0.280505012320945,0.839986875835169,0.5957915494371656,0.11328844790928422,0.5342232938796333,0.18693507436144205,0.5957915494371656,0.11328844790928422,0.5342232938796333,0.18693507436144205,118.0270299911499
143,2025-08-04 00:06:06,4096,0.024020909226626953,10,0.01,5,64,64,0.005,0.005,0.01,0.01,0.001,5e-05,0.01,0.0005,0.4,0.5,logistic_regression,0.08042439010523064,0.2609554196325405,0.8294621121082726,0.18585153309421473,0.3697394388830318,0.838272854266685,0.5838428710202485,0.10690999291282778,0.5087352957091297,0.1766890378728014,0.5838428710202485,0.10690999291282778,0.5087352957091297,0.1766890378728014,164.34144568443298
145,2025-08-04 00:08:45,4096,0.07304058448885126,12,0.05,50,64,16,0.01,0.01,0.01,0.01,1e-05,0.0005,0.0005,1e-05,0.4,0.5,logistic_regression,0.07691622888905736,0.23960367591410459,0.8288561181057119,0.1486747525900504,0.3257416888905024,0.8274440910115705,0.5852188320710244,0.1058823529411765,0.5110878817524425,0.17542236055048402,0.5852188320710244,0.1058823529411765,0.5110878817524425,0.17542236055048402,102.21038269996643
146,2025-08-04 00:11:15,4096,0.079652066068466,10,0.05,50,64,64,0.005,0.01,0.01,0.01,0.0001,5e-05,0.01,0.0005,0.2,0.5,logistic_regression,0.04389811990969879,0.08674675123643837,0.8291617664072183,0.21679992428498523,0.27369137388249104,0.8483716700943441,0.5975118470313264,0.11343019135364989,0.5304752130297945,0.18689672275682762,0.5975118470313264,0.11343019135364989,0.5304752130297945,0.18689672275682762,149.9793975353241
148,2025-08-04 00:13:49,4096,0.030586406458693222,2,10,50,64,64,0.005,0.01,0.005,0.01,0.0001,0.01,0.005,0.0005,0.1,0.5,logistic_regression,0.046264704258311064,0.1299255901998942,0.8000955519619288,0.19446415975071693,0.2890225000350687,0.9552784332753865,0.561141779302587,0.1012756909992913,0.48267823042743485,0.1674227007412518,0.561141779302587,0.1012756909992913,0.48267823042743485,0.1674227007412518,98.51115369796753
149,2025-08-04 00:15:04,4096,0.019469758390689925,10,0.05,50,64,16,0.01,0.01,0.01,0.01,0.005,5e-05,0.01,5e-05,0.4,0.5,logistic_regression,0.12540432397103818,0.3465673388354558,0.7337430841948634,0.195932069020083,0.4175770053138105,0.7202902727638785,0.5278336142467158,0.08734939759036145,0.43712768295069643,0.1456034636877703,0.5278336142467158,0.08734939759036145,0.43712768295069643,0.1456034636877703,75.56923985481262
150,2025-08-04 00:17:26,4096,0.02836867189440091,10,0.5,50,64,64,0.005,0.01,0.01,0.01,0.0001,0.005,0.001,0.0005,0.4,0.5,logistic_regression,0.04648090836660983,0.14869638885989864,0.839330147789917,0.16054546419630955,0.28684754145739416,0.8645545770775994,0.5950695278887984,0.11268603827073,0.5299474797706359,0.1858529949353398,0.5950695278887984,0.11268603827073,0.5299474797706359,0.1858529949353398,141.96765518188477
151,2025-08-04 00:19:24,4096,0.04659993591277141,8,50,20,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.043820111981218574,0.12743547849461256,0.8442903549637556,0.1635008082830866,0.27769961970157603,0.8403528870240882,0.5991818385607676,0.11410347271438696,0.5384793313238887,0.1883051815302596,0.5991818385607676,0.11410347271438696,0.5384793313238887,0.1883051815302596,117.71605682373047
152,2025-08-04 00:21:20,4096,0.04521763166914443,8,50,20,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.044054740209061194,0.1301176317596108,0.844360290750503,0.16429961033934756,0.2802172525601706,0.8407226760969508,0.5960579506597041,0.11328844790928422,0.5353247559010728,0.18700239331292065,0.5960579506597041,0.11328844790928422,0.5353247559010728,0.18700239331292065,115.66697883605957
153,2025-08-04 00:23:17,4096,0.04141730008044919,8,50,20,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.043921735058765496,0.12903290988885957,0.844676311954413,0.16444848889443947,0.2795177077736008,0.8415381270544753,0.5961238721357542,0.11335931963146703,0.5355529292422865,0.1871128670815273,0.5961238721357542,0.11335931963146703,0.5355529292422865,0.1871128670815273,116.80345106124878
154,2025-08-04 00:25:08,4096,0.04112352925226355,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.04424336726282577,0.1310506093283104,0.8447853420302422,0.16285925646810348,0.27975474967325675,0.8417003217821639,0.596988938551429,0.11321757618710135,0.5363594949904601,0.1869687976445166,0.596988938551429,0.11321757618710135,0.5363594949904601,0.1869687976445166,111.68362212181091
155,2025-08-04 00:27:02,4096,0.04155618891241886,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.044219047517263896,0.1309197288805341,0.8445763964974391,0.16295684236875269,0.27973681766292763,0.8415660251808469,0.5973213232249786,0.1134301913536499,0.5380890579563178,0.1873637498015104,0.5973213232249786,0.1134301913536499,0.5380890579563178,0.1873637498015104,113.70765566825867
156,2025-08-04 00:28:57,4096,0.041643114499179616,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.04422640862578708,0.13097035241442767,0.8445997239129217,0.1629634738218676,0.2797549228606965,0.8415741085164503,0.5967235866632322,0.11321757618710135,0.5368647298786942,0.18699947034416523,0.5967235866632322,0.11321757618710135,0.5368647298786942,0.18699947034416523,114.81818175315857
157,2025-08-04 00:30:49,4096,0.04206155068633779,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.04424070657320697,0.13111923822867297,0.8447404766720643,0.16293732400787686,0.27986151161859896,0.8414851469703596,0.5970655386136094,0.11332388377037561,0.5375238417076063,0.1871844579828351,0.5970655386136094,0.11332388377037561,0.5375238417076063,0.1871844579828351,111.45523357391357
158,2025-08-04 00:32:46,4096,0.04364290519287413,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.04430477416084336,0.13163378314955407,0.8445441697263787,0.162847984517871,0.28018983190167307,0.8411002945434685,0.5974450389065405,0.11325301204819278,0.5378930633985856,0.18711011825701618,0.5974450389065405,0.11325301204819278,0.5378930633985856,0.18711011825701618,116.98446893692017
159,2025-08-04 00:34:41,4096,0.04646236493417447,8,50,20,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.04384027555202301,0.12758202218906092,0.8445169822841357,0.16339863776057412,0.2777313703355495,0.8404028202686704,0.5989804570947518,0.11410347271438696,0.5376990159458636,0.18825741251967432,0.5989804570947518,0.11410347271438696,0.5376990159458636,0.18825741251967432,115.15028715133667
160,2025-08-04 00:36:37,4096,0.0435815416055817,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.04435260810606292,0.1319200140157073,0.8445432955096861,0.1626990820491765,0.28028294511934226,0.8411204209479151,0.5973943029065204,0.11332388377037562,0.5375501260637361,0.1871860516363945,0.5973943029065204,0.11332388377037562,0.5375501260637361,0.1871860516363945,116.05288243293762
161,2025-08-04 00:38:34,4096,0.04344818888565931,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.044347659044084484,0.13187335653584475,0.8445258793167286,0.1627096568440277,0.28025209015182684,0.841102566571907,0.5974854860740724,0.11353649893692418,0.5387409103307699,0.1875482913373265,0.5974854860740724,0.11353649893692418,0.5387409103307699,0.1875482913373265,116.90337944030762
162,2025-08-04 00:40:29,4096,0.03735069506140955,8,50,20,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.0438257879364153,0.12814915760107742,0.8446904078274609,0.16448784668008837,0.27893880110032787,0.842234601798006,0.5965535233036039,0.11325301204819278,0.5360473963552399,0.186998133536062,0.5965535233036039,0.11325301204819278,0.5360473963552399,0.186998133536062,114.84026026725769
163,2025-08-04 00:42:22,4096,0.04338650266367887,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.04429934102186768,0.13158071563479792,0.8446479227545909,0.16285149654120493,0.28014849200410147,0.8411774450993218,0.5970507722294196,0.11325301204819278,0.5372182015114003,0.1870692451256494,0.5970507722294196,0.11325301204819278,0.5372182015114003,0.1870692451256494,113.14018082618713
164,2025-08-04 00:44:15,4096,0.04042623957890839,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.3,1.0,logistic_regression,0.044311135509856936,0.13134068653567874,0.8446576707740262,0.16263104694058833,0.2796358101939219,0.8420665312008934,0.5953478162989104,0.11300496102055281,0.5341401747267824,0.18654390272069615,0.5953478162989104,0.11300496102055281,0.5341401747267824,0.18654390272069615,113.11629581451416
165,2025-08-04 00:46:09,4096,0.038682624081744096,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.04415842539280357,0.1303396561344921,0.8447495750300248,0.16294623167598501,0.2792864539870855,0.8421673988209843,0.5964757756483047,0.11318214032600991,0.5362863636942977,0.18691603394111836,0.5964757756483047,0.11318214032600991,0.5362863636942977,0.18691603394111836,113.64194297790527
166,2025-08-04 00:48:04,4096,0.03559572602557799,8,50,25,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.3,1.0,logistic_regression,0.043920961996985856,0.128682498579687,0.8444690652979812,0.16385262768645142,0.2787615546296111,0.8426406274465472,0.5970348056525177,0.11335931963146706,0.5348267715733882,0.18706849705324008,0.5970348056525177,0.11335931963146706,0.5348267715733882,0.18706849705324008,114.69395613670349
167,2025-08-04 00:49:59,4096,0.04645838214539288,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,2.0,logistic_regression,0.044644173654975146,0.1340114802302984,0.8431415993849677,0.16423124473478432,0.2826524564787654,0.8336905613675935,0.5973564315528875,0.11325301204819278,0.5341871648520714,0.18688461907516477,0.5973564315528875,0.11325301204819278,0.5341871648520714,0.18688461907516477,115.46511387825012
168,2025-08-04 00:52:01,4096,0.04386351680791478,8,50,20,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.3,1.0,logistic_regression,0.04384392192975539,0.1273229443788275,0.8444936579659665,0.16309363713730438,0.27738701523252934,0.8410320995215862,0.597383632338087,0.11381998582565558,0.5362235386934854,0.18778113548203873,0.597383632338087,0.11381998582565558,0.5362235386934854,0.18778113548203873,121.66147470474243
169,2025-08-04 00:53:56,4096,0.0427692106462599,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,2.0,logistic_regression,0.044533278501673226,0.13306826538278382,0.8433151317856034,0.1642157542710567,0.281969329068332,0.8345905887565034,0.5973288427356355,0.11304039688164422,0.5331750532614228,0.18653320534109685,0.5973288427356355,0.11304039688164422,0.5331750532614228,0.18653320534109685,115.33645176887512
170,2025-08-04 00:55:54,4096,0.03996096181014282,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.044192438774613166,0.1306795874645947,0.8449520874430035,0.16290809282787613,0.2795179842183217,0.8419673942844523,0.5963371077394944,0.11300496102055281,0.5355173375753729,0.18662771037959625,0.5963371077394944,0.11300496102055281,0.5355173375753729,0.18662771037959625,118.01669454574585
172,2025-08-04 00:59:17,4096,0.03573197238439077,1,50,50,16,32,0.005,0.01,0.005,0.01,0.001,1e-05,5e-05,0.01,0.3,1.0,logistic_regression,0.0626010789652385,0.21219034744072648,0.8260375505695253,0.1837097889420513,0.33895670727388133,0.8838410049067171,0.5735773220183528,0.10471296952515949,0.49921664196252286,0.17311440281096496,0.5735773220183528,0.10471296952515949,0.49921664196252286,0.17311440281096496,140.18726348876953
173,2025-08-04 01:00:53,4096,0.03968475233042647,8,50,50,16,32,0.01,0.01,0.01,0.01,1e-05,0.0005,5e-05,0.01,0.3,1.0,logistic_regression,0.0521793430852534,0.15529470507964918,0.8377243147113688,0.14157812936542455,0.2755161089706477,0.8613411264123766,0.5917149007055738,0.11084337349397591,0.5304484897450065,0.18336954961865828,0.5917149007055738,0.11084337349397591,0.5304484897450065,0.18336954961865828,96.45791935920715
174,2025-08-04 01:02:51,4096,0.03778486456288296,8,50,50,16,32,0.005,0.01,0.01,0.01,0.0005,0.01,5e-05,0.01,0.3,1.0,logistic_regression,0.05429971062934106,0.18097301109703176,0.8374890218825684,0.19008447226169747,0.3250017894086208,0.8478002985167923,0.591147135950137,0.11045357902197026,0.5227528443813427,0.1823731423806408,0.591147135950137,0.11045357902197026,0.5227528443813427,0.1823731423806408,118.20647430419922
176,2025-08-04 01:05:43,4096,0.0416599698172539,8,50,50,16,32,0.005,0.01,0.005,0.01,0.005,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.11202266909921225,0.32399217505945566,0.7322651066626753,0.1935378231875402,0.4057194482525476,0.74984517957482,0.5073664390760185,0.08501063075832745,0.42471252285682115,0.14166544801015257,0.5073664390760185,0.08501063075832745,0.42471252285682115,0.14166544801015257,112.56308937072754
177,2025-08-04 01:07:29,4096,0.09021143392799408,8,0.01,50,16,32,0.01,0.01,0.01,0.01,5e-05,0.005,5e-05,0.01,0.3,1.0,logistic_regression,0.04654213797955072,0.146883279713108,0.840380565992882,0.16059581658607427,0.2875557115344072,0.8439578676710013,0.597515533786794,0.1130049610205528,0.5321571389101567,0.18642259595165253,0.597515533786794,0.1130049610205528,0.5321571389101567,0.18642259595165253,105.75634288787842
178,2025-08-04 01:09:21,4096,0.034254353870763456,4,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.001,5e-05,0.01,0.3,1.0,logistic_regression,0.04801875061309224,0.13905777856409043,0.8409771279019689,0.14691747761725066,0.26949318648184345,0.859109290251673,0.5918308193150792,0.11119773210489013,0.5305897834258608,0.1838626622276624,0.5918308193150792,0.11119773210489013,0.5305897834258608,0.1838626622276624,112.23703336715698
180,2025-08-04 01:12:14,4096,0.03664995877762967,8,1,10,16,32,0.005,0.01,0.005,0.005,0.001,0.0001,5e-05,0.01,0.2,1.0,logistic_regression,0.055474317721766885,0.1814021489427734,0.8310970506403547,0.19891067394879605,0.32863667501399124,0.8596193888541064,0.5853091591218117,0.1089652728561304,0.5165197853967002,0.17996503228568259,0.5853091591218117,0.1089652728561304,0.5165197853967002,0.17996503228568259,110.5908727645874
181,2025-08-04 01:14:13,4096,0.03984875609419544,8,50,30,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,1e-05,0.3,1.0,logistic_regression,0.04414078010076497,0.12894607358142735,0.8443203888369655,0.16125095933812741,0.2770078305632193,0.8418509611452099,0.5971949799712948,0.11417434443656982,0.5375671300219861,0.1883457691929086,0.5971949799712948,0.11417434443656982,0.5375671300219861,0.1883457691929086,118.28062891960144
182,2025-08-04 01:16:09,4096,0.03876224496937773,8,50,30,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.043898290719129436,0.12869533389528193,0.8447131405587806,0.1641860000058201,0.27898150645683184,0.8421631286258208,0.5974875628533713,0.11364280652019845,0.5376047420525037,0.18762423542111356,0.5974875628533713,0.11364280652019845,0.5376047420525037,0.18762423542111356,115.99006462097168
183,2025-08-04 01:18:07,4096,0.06565695791124675,1,100,50,16,32,0.01,0.01,0.005,0.01,5e-05,0.0005,0.0005,1e-05,0.1,1.0,logistic_regression,0.04466676397885434,0.09709812958277966,0.8165803773751716,0.13099216020862028,0.21213351590925,0.9417492461662643,0.5606218660356621,0.10198440822111977,0.48434257230497907,0.16849093510415217,0.5606218660356621,0.10198440822111977,0.48434257230497907,0.16849093510415217,118.39688014984131
185,2025-08-04 01:22:36,4096,0.03879171679455351,12,10,50,16,32,0.005,0.01,0.01,0.005,0.0005,0.0005,5e-05,0.01,0.2,1.0,logistic_regression,0.04784649218997161,0.13453239618006055,0.8322582612904443,0.21224815472974912,0.30416873598895355,0.8433612038764557,0.5968347092981229,0.11229624379872433,0.5288031238929599,0.18525241956179553,0.5968347092981229,0.11229624379872433,0.5288031238929599,0.18525241956179553,205.6208691596985
186,2025-08-04 01:24:24,4096,0.08451369659202537,8,0.5,50,16,32,0.01,0.01,0.01,0.01,5e-05,0.01,1e-05,5e-05,0.3,1.0,logistic_regression,0.04785409490384467,0.1546663411441822,0.8410859039981037,0.15992525720549794,0.29157527621892265,0.850539970913434,0.5935207628942508,0.11197732104890148,0.5278599171688974,0.18476054809910217,0.5935207628942508,0.11197732104890148,0.5278599171688974,0.18476054809910217,108.31177401542664
187,2025-08-04 01:25:50,4096,0.0381207658986409,8,50,50,16,32,0.005,0.01,0.005,0.01,5e-05,0.005,0.0005,1e-05,0.1,2.0,logistic_regression,0.15720914462318217,0.39325476994413733,0.750426571286265,0.19801475786129685,0.43417127744645495,0.8046652931923306,0.4812276883546524,0.06605244507441531,0.3534604202463578,0.11130492971389798,0.4812276883546524,0.06605244507441531,0.3534604202463578,0.11130492971389798,85.85594749450684
188,2025-08-04 01:27:38,4096,0.03976648880967256,2,5,50,16,16,0.005,0.005,0.01,0.01,0.005,0.0001,5e-05,0.005,0.3,1.0,logistic_regression,0.09078336105992671,0.2834541096285949,0.8129259177531485,0.18916323958467343,0.3830854382482735,0.8311776249701593,0.5623620395168452,0.09790928419560596,0.48184167935935535,0.1627484105671891,0.5623620395168452,0.09790928419560596,0.48184167935935535,0.1627484105671891,107.48832964897156
190,2025-08-04 01:30:46,4096,0.0374938003858345,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.005,0.01,0.3,2.0,logistic_regression,0.04882295979391103,0.14340963082631253,0.8384690722235739,0.14969979684878643,0.2742649276567744,0.8401222311551562,0.5927103977397622,0.11218993621545004,0.5297461774505936,0.1851654349812111,0.5927103977397622,0.11218993621545004,0.5297461774505936,0.1851654349812111,126.15453600883484
191,2025-08-04 01:32:53,4096,0.06853004695701295,6,0.1,30,16,32,0.01,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.2,1.0,logistic_regression,0.04309574111561857,0.11342335799728127,0.8381062939773584,0.1573190676478552,0.2607028710871728,0.8623891153982483,0.5942038935760892,0.11318214032600991,0.5315271536402686,0.1866248290614658,0.5942038935760892,0.11318214032600991,0.5315271536402686,0.1866248290614658,126.7573766708374
192,2025-08-04 01:34:48,4096,0.04014085240906437,8,0.01,50,16,32,0.005,0.01,0.005,0.01,0.01,0.0001,0.001,0.001,0.3,1.0,logistic_regression,0.14562765214866907,0.3771134757819407,0.7365147692475538,0.20245145628307143,0.43414815971649173,0.7236720064610008,0.5364196439694929,0.09078667611622963,0.4469328011836587,0.15091714241234722,0.5364196439694929,0.09078667611622963,0.4469328011836587,0.15091714241234722,115.21121454238892
193,2025-08-04 01:36:07,4096,0.048516737362854646,8,50,50,16,16,0.005,0.005,0.01,0.01,0.001,0.0001,5e-05,0.01,0.1,2.0,logistic_regression,0.1633363172393524,0.40139858229061387,0.7274783831067871,0.201881778365829,0.4397926786117313,0.786884639861444,0.4398385488964767,0.057973068745570525,0.32177709092292023,0.09824567515183576,0.4398385488964767,0.057973068745570525,0.32177709092292023,0.09824567515183576,78.428875207901
195,2025-08-04 01:39:16,4096,0.03846782866729268,8,1,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,1e-05,0.0001,0.3,1.0,logistic_regression,0.042549427657723154,0.11769223049180347,0.8447004338307692,0.16916735534656466,0.2749503682892355,0.8425997500025963,0.5948289709774321,0.11289865343727853,0.5325361156244398,0.18630112055512468,0.5948289709774321,0.11289865343727853,0.5325361156244398,0.18630112055512468,127.02801585197449
196,2025-08-04 01:41:45,4096,0.04199454792937196,8,10,50,16,32,0.01,0.01,0.01,0.01,0.0005,0.0005,5e-05,5e-05,0.3,2.0,logistic_regression,0.05876503428039736,0.1993573259032596,0.8353974108244461,0.1850398336071221,0.3335537483695313,0.8588465392616264,0.5840067013513958,0.10722891566265061,0.5147912044360078,0.17748783635998036,0.5840067013513958,0.10722891566265061,0.5147912044360078,0.17748783635998036,149.6623306274414
197,2025-08-04 01:44:22,4096,0.06132755464190224,12,50,50,16,16,0.005,0.01,0.005,0.01,1e-05,0.0001,0.0005,1e-05,0.2,1.0,logistic_regression,0.04823447370028075,0.1501743735450277,0.8358500320646267,0.16003283879461036,0.29111631541537053,0.8152121598362091,0.5874109521156842,0.1095322466335932,0.5241401659699854,0.18119851452492503,0.5874109521156842,0.1095322466335932,0.5241401659699854,0.18119851452492503,156.31949591636658
199,2025-08-04 01:47:39,4096,0.012602880645859411,8,100,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.005,0.005,0.01,0.1,2.0,logistic_regression,0.04368309145344671,0.08675889298307227,0.8182185386617926,0.20088839387146337,0.26349551314219316,0.8299615104228734,0.5582136692925251,0.10701630049610206,0.5071232787286014,0.17673655638185753,0.5582136692925251,0.10701630049610206,0.5071232787286014,0.17673655638185753,136.56863713264465
200,2025-08-04 01:49:22,4096,0.037105574273084356,4,0.5,50,16,32,0.01,0.01,0.01,0.01,0.005,0.0001,5e-05,0.005,0.3,1.0,logistic_regression,0.10848011697987693,0.318022690852667,0.7835608172157199,0.19119993479052322,0.40171316709707394,0.7742576389137749,0.54375426325951,0.09386959603118356,0.466675553212868,0.15630015072576564,0.54375426325951,0.09386959603118356,0.466675553212868,0.15630015072576564,102.92220950126648
201,2025-08-04 01:51:17,4096,0.040684603841539504,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.3,1.0,logistic_regression,0.04433600700551438,0.13147600066238943,0.8445316465141832,0.16259298877788228,0.2797015364916821,0.8419817058624832,0.5955900268155908,0.11321757618710135,0.5345569908562763,0.18685897816227584,0.5955900268155908,0.11321757618710135,0.5345569908562763,0.18685897816227584,114.72791600227356
202,2025-08-04 01:53:14,4096,0.04241288279303919,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.044243201685538386,0.13115212976013615,0.844547007639734,0.1629718190450468,0.2799070533682086,0.8413456417496062,0.5971896581552745,0.11328844790928422,0.5375381246134554,0.18713698057372438,0.5971896581552745,0.11328844790928422,0.5375381246134554,0.18713698057372438,116.7312376499176
203,2025-08-04 01:55:15,4096,0.07521596564205638,2,50,50,32,16,0.005,0.01,0.005,0.01,5e-05,0.001,0.001,0.0001,0.3,2.0,logistic_regression,0.06382825562819971,0.1828315994051595,0.8315142765579195,0.13896419674903834,0.2836336172990285,0.8429497770734558,0.5849023144204274,0.1079376328844791,0.5175180024579159,0.17862072065217566,0.5849023144204274,0.1079376328844791,0.5175180024579159,0.17862072065217566,120.71039247512817
205,2025-08-04 01:58:07,4096,0.0360918050466515,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.2,1.0,logistic_regression,0.04238626589317796,0.11643386866829344,0.8398341751397391,0.17876304409534793,0.27975513742322944,0.8350687776063692,0.5928649121907881,0.11226080793763289,0.5316742686017123,0.1853795052558575,0.5928649121907881,0.11226080793763289,0.5316742686017123,0.1853795052558575,112.23319482803345
206,2025-08-04 02:00:04,4096,0.03264570789074205,8,0.1,50,16,32,0.01,0.01,0.01,0.01,0.01,0.0001,5e-05,0.0001,0.3,2.0,logistic_regression,0.12492450281434239,0.3456785492073838,0.700753694190409,0.19666402948682044,0.4176353470108248,0.6850512242990838,0.4840404147520879,0.08104181431608788,0.4126098046247039,0.1354746784509306,0.4840404147520879,0.08104181431608788,0.4126098046247039,0.1354746784509306,116.5924334526062
207,2025-08-04 02:01:47,4096,0.044795437112852866,8,0.01,50,32,16,0.005,0.01,0.005,0.01,0.001,1e-05,1e-05,0.01,0.1,1.0,logistic_regression,0.16388211559222451,0.40213709929237107,0.7125544115876488,0.2031340831697157,0.44119162680507557,0.7758378529288564,0.44490545188306135,0.059567682494684616,0.32305387214614695,0.10058801053560162,0.44490545188306135,0.059567682494684616,0.32305387214614695,0.10058801053560162,103.1534264087677
209,2025-08-04 02:04:37,4096,0.05745708925458766,1,50,50,16,32,0.005,0.01,0.01,0.005,1e-05,0.01,5e-05,0.01,0.3,2.0,logistic_regression,0.053296921481446526,0.14023833184457674,0.8391708893578469,0.13251675089879617,0.25148375256808086,0.8783623534698648,0.5848321682404392,0.10783132530120482,0.5178991983330751,0.17849778720824278,0.5848321682404392,0.10783132530120482,0.5178991983330751,0.17849778720824278,111.39185810089111
210,2025-08-04 02:06:10,4096,0.09166542318359923,8,1,50,16,32,0.01,0.01,0.01,0.01,5e-05,0.0001,0.0005,1e-05,0.3,1.0,logistic_regression,0.05495520338278586,0.18532863413543202,0.8344498760789707,0.15537871451593577,0.3072520595047842,0.8384108755152759,0.5895461804007005,0.10970942593905032,0.5197728338406744,0.18117739883353734,0.5895461804007005,0.10970942593905032,0.5197728338406744,0.18117739883353734,92.45664358139038
211,2025-08-04 02:08:03,4096,0.04110365966162756,8,50,50,32,32,0.005,0.01,0.01,0.01,5e-05,0.0005,5e-05,0.001,0.3,1.0,logistic_regression,0.04524508346505967,0.13612514581480548,0.8402506902238903,0.16102013250836397,0.28128038832477475,0.8397933164548981,0.5939461121954315,0.1118355776045358,0.5300402471063022,0.1847003887877795,0.5939461121954315,0.1118355776045358,0.5300402471063022,0.1847003887877795,113.03501152992249
212,2025-08-04 02:10:49,4096,0.03893774538267775,12,10,50,16,16,0.005,0.01,0.005,0.01,0.0005,0.0001,0.005,0.005,0.2,1.0,logistic_regression,0.07414509245526717,0.24680373666963126,0.8281998454155686,0.18061319502091056,0.35945574946998887,0.8210898810260435,0.5854700493839938,0.10705173635719349,0.5112575121636185,0.17703440320101282,0.5854700493839938,0.10705173635719349,0.5112575121636185,0.17703440320101282,165.6314616203308
214,2025-08-04 02:13:43,4096,0.09532400653179285,8,5,50,16,32,0.005,0.01,0.01,0.005,5e-05,0.0001,0.001,0.0001,0.3,1.0,logistic_regression,0.04651304979762603,0.14685745728747177,0.8362023491350083,0.16384075204123152,0.29123036494997107,0.8216111186977204,0.5934553077807581,0.11204819277108435,0.5267108669285249,0.18478642253617938,0.5934553077807581,0.11204819277108435,0.5267108669285249,0.18478642253617938,110.556813955307
215,2025-08-04 02:15:36,4096,0.08251327850350235,4,50,50,32,32,0.01,0.01,0.01,0.01,0.005,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.13383183507100788,0.3598532836354348,0.7607122579917314,0.1975779951832824,0.4241733466912061,0.7462003293974392,0.5320605012322568,0.08876683203401843,0.44239410756240305,0.147864500234783,0.5320605012322568,0.08876683203401843,0.44239410756240305,0.147864500234783,113.53507804870605
