trial_number,timestamp,batch_size,gamma,G,beta,num_bins,embedding_k,embedding_k1,pred_lr,impu_lr,prop_lr,dis_lr,lamb_pred,lamb_imp,lamb_prop,dis_lamb,abc_model_name,mse,mae,auc,ndcg_5,precision_5,recall_5,f1_5,ndcg,precision,recall,f1,training_time
60,2025-08-01 11:34:10,128,0.04423868475309405,8,0.05,10,32,32,0.01,0.005,0.005,0.01,5e-06,1e-05,1e-05,5e-05,logistic_regression,0.3710491823195577,0.4446768889889033,0.5782465854558878,0.5087748254327326,0.23310344827586205,0.34978439185335736,0.2797654789848331,0.5087748254327326,0.23310344827586205,0.34978439185335736,0.2797654789848331,43.67067861557007
61,2025-08-01 11:34:23,128,0.04103140339363232,1,0.05,5,64,32,0.01,0.005,0.005,0.01,0.005,1e-05,0.0005,5e-05,logistic_regression,0.22381313657370122,0.45993201591652527,0.6293210901931832,0.5018989118703989,0.23034482758620695,0.32758132671925777,0.2704897902395012,0.5018989118703989,0.23034482758620695,0.32758132671925777,0.2704897902395012,13.54430341720581
62,2025-08-01 11:34:42,128,0.03926963439408535,6,0.05,20,64,64,0.01,0.005,0.005,0.01,0.0001,0.0001,0.0005,5e-05,logistic_regression,0.320385672444079,0.4472507711874045,0.5898560354374307,0.5218833684784154,0.2413793103448276,0.37788211788211784,0.2945861661921593,0.5218833684784154,0.2413793103448276,0.37788211788211784,0.2945861661921593,19.168033123016357
63,2025-08-01 11:34:59,128,0.042276785906897395,1,0.05,5,64,32,0.01,0.005,0.005,0.01,0.005,0.0005,0.0005,5e-05,logistic_regression,0.1969466038628473,0.43123871671228575,0.7020534945244248,0.5590718519903652,0.24965517241379312,0.3924376485583382,0.3051711080156987,0.5590718519903652,0.24965517241379312,0.3924376485583382,0.3051711080156987,16.460114002227783
64,2025-08-01 11:35:27,128,0.044460864922442084,12,0.1,5,32,32,0.005,0.005,0.005,0.01,0.005,1e-05,5e-05,0.0001,logistic_regression,0.24999055434744902,0.4999905168110954,0.5268793835363603,0.4636842848306965,0.20206896551724138,0.2996732673456811,0.24137759654072097,0.4636842848306965,0.20206896551724138,0.2996732673456811,0.24137759654072097,28.018863677978516
65,2025-08-01 11:35:59,128,0.036517367575173654,8,0.05,20,64,64,0.01,0.005,0.005,0.01,5e-05,0.005,5e-06,0.0005,logistic_regression,0.29780407632935707,0.451182020431861,0.5731652208687092,0.5023145202925882,0.22,0.33062568657396246,0.26419999219016205,0.5023145202925882,0.22,0.33062568657396246,0.26419999219016205,31.594160318374634
66,2025-08-01 11:36:29,128,0.03140920020733766,10,1,5,64,32,0.005,0.005,0.005,0.01,0.0005,5e-06,1e-06,5e-05,logistic_regression,0.25465873402015343,0.478350640453623,0.5515156269226036,0.4480163504406235,0.1986206896551724,0.2818871932665036,0.23303937654933377,0.4480163504406235,0.1986206896551724,0.2818871932665036,0.23303937654933377,30.477861166000366
67,2025-08-01 11:36:48,128,0.025947367899736822,4,100,10,32,32,0.01,0.005,0.005,0.01,0.005,5e-05,0.0001,0.001,logistic_regression,0.24989590113451596,0.49989582884029066,0.6478803679094377,0.4959563916189111,0.2206896551724138,0.33943508598681005,0.2674754624293716,0.4959563916189111,0.2206896551724138,0.33943508598681005,0.2674754624293716,18.70453190803528
68,2025-08-01 11:37:18,128,0.04356368770420484,1,10,5,64,64,0.005,0.005,0.005,0.01,5e-06,1e-05,1e-05,5e-05,logistic_regression,0.4090330298239913,0.4599323489200146,0.544764211886305,0.4632580429210898,0.21724137931034482,0.31549295532054156,0.2573069551600018,0.4632580429210898,0.21724137931034482,0.31549295532054156,0.2573069551600018,30.537334203720093
69,2025-08-01 11:37:47,128,0.04940402518175337,1,0.05,5,64,32,0.01,0.005,0.005,0.01,0.0001,1e-06,0.0005,0.0001,logistic_regression,0.34630142512846346,0.42666627267644713,0.5827899286329519,0.5038248062199929,0.23034482758620695,0.34632488201453715,0.2766718761479026,0.5038248062199929,0.23034482758620695,0.34632488201453715,0.2766718761479026,28.714346408843994
