trial_number,timestamp,batch_size,gamma,G,beta,num_bins,embedding_k,embedding_k1,pred_lr,impu_lr,prop_lr,dis_lr,lamb_pred,lamb_imp,lamb_prop,dis_lamb,abc_model_name,mse,mae,auc,ndcg_5,precision_5,recall_5,f1_5,ndcg_10,precision_10,recall_10,f1_10,ndcg,precision,recall,f1,training_time
39,2025-07-27 00:12:17,128,0.166891808888234,8,0.01380500285640482,15,4,4,0.0098208965969153,0.006977816895463565,0.005563353415094045,0.00616816406996763,8.794701301816399e-07,0.3428752953410241,0.047509704694260475,3.141880397427717,logistic_regression,0.22075605884483873,0.44188490120075835,0.6987500183658777,0.6483236477088682,0.5172413793103449,0.4429757263808989,0.4772366048390997,0.7056330356006953,0.44655172413793104,0.707743415588243,0.5475965922427278,0.6483236477088682,0.5172413793103449,0.4429757263808989,0.4772366048390997,40.377721548080444
40,2025-07-27 00:12:33,256,0.0763933839681586,4,0.04916118165558867,15,16,8,0.005795924090416012,0.005219821485964626,0.006465318575926428,0.006716116527734751,1.1866239454883557e-06,1.466557805102411,0.0005321214434959748,1.620363843292276,logistic_regression,0.2909087344207353,0.46158332927222767,0.5857978407914263,0.5277844220966252,0.45103448275862074,0.3543597829373692,0.3968950071167839,0.6144797676979243,0.42724137931034484,0.6538215424422321,0.5167869732558803,0.5277844220966252,0.45103448275862074,0.3543597829373692,0.3968950071167839,16.28666067123413
41,2025-07-27 00:13:13,128,0.1678777368888462,8,0.012713403420778962,15,4,4,0.00958200240096962,0.0070812587109285435,0.0055937060547869896,0.00613393100424208,9.69064825179552e-07,0.4836321386941068,0.029250236435842524,2.8805216340265276,logistic_regression,0.22345042950060573,0.4445280899133148,0.6947456770590469,0.6257498521869346,0.49793103448275866,0.4221077820646786,0.45689499357302676,0.6960389249460435,0.4437931034482758,0.7041854984096364,0.5444573047558665,0.6257498521869346,0.49793103448275866,0.4221077820646786,0.45689499357302676,39.31138849258423
42,2025-07-27 00:13:46,128,0.1649150138561349,8,0.016188510308235492,15,4,4,0.009547759797176647,0.006839456195033465,0.005606134505446722,0.005849852305626972,2.4249098209919964e-07,0.02857135542674903,2.7995673485215344,4.237673441959827,logistic_regression,0.22787476658058772,0.46845861557260926,0.7006445069786469,0.6359404562089447,0.5131034482758621,0.43441434523331074,0.4704914251672144,0.7019000260761299,0.4527586206896552,0.7083991965888518,0.5524379862454123,0.6359404562089447,0.5131034482758621,0.43441434523331074,0.4704914251672144,33.23927021026611
43,2025-07-27 00:14:23,128,0.15229886273054452,8,0.017008564583924392,15,4,4,0.009007186788200321,0.0057963244541414105,0.007212665469066039,0.005841946554150598,1.9366286172416571e-07,0.024567611136954562,3.5246850162762637,4.2944015929076755,logistic_regression,0.2277722727644662,0.4685253982849676,0.7025556215438318,0.6508378668933434,0.5227586206896553,0.44331819999923444,0.4797722205837947,0.7088787063443159,0.45034482758620686,0.7070779412158723,0.5502378251232137,0.6508378668933434,0.5227586206896553,0.44331819999923444,0.4797722205837947,36.661274909973145
44,2025-07-27 00:14:57,128,0.14934828584947685,8,0.02448227863924642,5,4,4,0.008844945186096327,0.00576643985522359,0.007166840377972833,0.006474352523483026,7.433546250312054e-06,0.0006677542415049806,3.65906147074975,5.214229294650999,logistic_regression,0.22832674422625268,0.4696047050268229,0.7008633509104448,0.6500897281481892,0.5213793103448275,0.4449063245183934,0.48011673624494466,0.709958333248783,0.45310344827586196,0.7068581705650672,0.5522249517963074,0.6500897281481892,0.5213793103448275,0.4449063245183934,0.48011673624494466,34.3920214176178
45,2025-07-27 00:15:24,128,0.12837722178990135,8,0.1496944529223094,15,4,16,0.00912219818766856,0.006083490611342368,0.00757360605565669,0.008981434690073706,1.6282926555208802e-07,1.5830988534883503e-05,0.3280987129613873,3.7134411472725515,logistic_regression,0.2931368658086649,0.45694472761531024,0.5944973703929679,0.5616698289104424,0.4724137931034483,0.38306286146803387,0.4230721631411944,0.639252947566315,0.4331034482758621,0.6740142711694436,0.5273475438129314,0.5616698289104424,0.4724137931034483,0.38306286146803387,0.4230721631411944,26.927286863327026
46,2025-07-27 00:15:53,64,0.11428376634657607,2,0.01857143382285797,15,4,4,0.00916253538055327,0.006396748508636726,0.00860595972256545,0.0059143884575700014,0.09486857464964328,0.0023214735647592265,0.9678343651355471,4.413429867132331,mlp,0.25,0.5,0.5,0.44660611876587275,0.3806896551724138,0.303651324728911,0.33783427121480786,0.5462021345887261,0.39344827586206893,0.608031183376011,0.4777508286623652,0.44660611876587275,0.3806896551724138,0.303651324728911,0.33783427121480786,28.873569011688232
47,2025-07-27 00:17:10,64,0.1999909381697669,6,0.011817820801500843,15,8,16,0.008511509688959024,0.005897638642788572,0.007821798192362384,0.007020740722423098,2.1642487580454404e-06,0.009144900986437368,0.0807484494763112,5.0437752330274055,mlp,0.24482418398877537,0.43590646200691324,0.6549029353698965,0.6196414179359641,0.5055172413793104,0.42739907123527815,0.4631875261209975,0.6842902520776435,0.4427586206896551,0.6953767783940197,0.541032400027682,0.6196414179359641,0.5055172413793104,0.42739907123527815,0.4631875261209975,76.56810355186462
48,2025-07-27 00:17:25,128,0.1516573901896053,8,0.40773025778686656,5,4,4,0.0061680424149195105,0.005304841647317497,0.007185780750864087,0.007913081658188196,0.0004169443963283417,0.00013274872022433934,9.738506978622816,9.605880350411494,logistic_regression,0.24997750983757291,0.49997683789837977,0.5254312308076579,0.4768136046915709,0.4144827586206897,0.3076800450507347,0.35318372310737395,0.5649410170327639,0.4072413793103448,0.6101829205277481,0.48847218260243674,0.4768136046915709,0.4144827586206897,0.3076800450507347,0.35318372310737395,15.452421426773071
